province;red;green;blue;x;x;
2096;169;42;18;;x;
2097;43;123;159;;x;
2098;85;126;32;;x;
2099;127;129;160;;x;
2100;169;132;33;;x;
2101;1;135;161;;x;
2102;43;138;34;;x;
2103;85;141;162;;x;
2104;127;144;35;;x;
2105;169;147;163;;x;
2106;1;150;36;;x;
2107;43;153;164;;x;
2108;85;156;37;;x;
2109;127;159;165;;x;
2110;1;13;254;;x;
2111;1;165;166;;x;
2112;85;138;197;Ze;x;
2113;127;141;70;Cri;x;
2114;169;144;198;Cheng;x;
2115;43;150;199;Tong;x;
2116;85;153;72;Lai;x;
2117;127;156;200;Mit;x;
2118;169;159;73;Yonh;x;
2119;1;162;201;Jyenx;x;
2120;43;165;74;Ngioi;x;
2121;127;171;76;Cex;x;xLiang
2122;169;174;204;Zsio;x;x
2123;85;183;77;Suungh;x;x
2124;169;189;78;Haix;x;x
2125;1;192;206;Bak;x;x
2126;43;195;79;Siuk;x;x
2127;85;198;207;Chriox;x;x
2128;127;201;81;Thad;x;x
2129;169;204;208;Jang;x;x
2130;85;0;83;Zjuh;x;x
2131;127;3;211;Kuang;x;x
2132;169;6;83;Ghuang;x;x
2133;1;9;212;Sjo;x;x
2134;43;12;84;Ghua;x;x
2135;85;15;212;Kuot;x;x
2136;127;18;85;Bienh;x;x
2137;169;21;213;Si;x;x
2138;43;27;215;Driengh;x;x
2139;85;30;87;Njox;x;x
2140;127;33;216;Hiox;x;x
2141;169;36;89;Drin;x;x
2142;1;39;217;Jyengx;x;x
2143;43;42;90;Chad;x;x
2144;85;45;218;Sjing;x;xWu
2145;127;48;91;Thadbjen;x;x
2146;43;57;220;Zjang;x;x
2147;85;60;92;So;x;x
2148;127;63;221;Siuh;x;x
2149;169;66;93;Gho;x;x
2150;1;69;222;Ghang;x;x
2151;43;72;95;Miuk;x;x
2152;85;75;222;Yat;x;x
2153;169;81;224;Thai;x;x
2154;1;84;96;Uon;x;x
2155;43;87;224;Chjoh;x;x
2156;127;93;226;Gyo;x;x
2157;169;96;98;Syen;x;x
2158;1;99;226;Drie;x;x
2159;43;102;100;Sjep;x;x
2160;85;105;227;Krung;x;x
2161;169;111;228;Njeu;x;x
2162;1;114;2;Sinh;x;x
2163;43;117;130;Hing-kuok;x;xChu part1
2164;85;120;3;Ghung;x;x
2165;1;129;132;Phyox;x;x
2166;43;132;5;Kjit;x;x
2167;85;135;132;Gien;x;x
2168;127;138;5;Piuk;x;xMin
2169;169;141;133;Kianh;x;x
2170;1;144;6;Nom-kiamh;x;x
2171;85;150;7;Theng;x;x
2172;169;156;8;Zyen;x;x
2173;1;159;136;Cjang;x;x
2174;43;162;9;Kuangx;x;xNanyue
2175;85;165;137;Zjeu;x;x
2176;127;168;10;Lien;x;x
2177;43;177;139;Ghueh;x;x
2178;127;183;140;Drieu;x;x
2179;169;186;13;Zsyn;x;x
2180;1;189;141;Khang;x;x
2181;85;195;142;Nom-'on;x;x
2182;1;204;16;Luai;x;x
2183;43;207;144;Gjyeng;x;x
2184;127;0;145;Khim;x;x
2185;169;3;18;Ngo;x;x
2186;43;9;19;Jyung;x;x
2187;85;12;147;Zsiangx;x;x
2188;127;15;20;Yung;x;x
2189;43;24;149;Kueh;x;x
2190;85;27;22;Jung;x;x
2191;127;30;150;Ngie;x;x
2192;1;36;151;Dom;x;xChu part2
2193;43;39;24;Zjeuh;x;x
2194;85;42;152;Ghrang;x;x
2195;169;48;153;Thrim;x;x
2196;43;54;154;Zyen;x;x
2197;85;57;27;Myox-kang;x;x
2198;127;60;155;Kieng;x;x
2199;169;63;28;An;x;x
2200;85;72;157;Ngak;x;x
2201;127;75;30;Ngruk;x;x
2202;169;78;158;Ghrep;x;x
2203;43;84;159;Lex;x;x
2204;85;87;32;Tengx;x;x
2205;127;90;160;Zjin;x;x
2206;169;93;33;Ngyan;x;x
2207;43;99;34;Siang;x;x
2208;85;102;162;Jengx;x;x
2209;169;108;163;Dang;x;x
2210;1;111;36;Dongh;x;x
2211;127;120;165;Kim;x;x
2212;169;123;38;Gyi;x;xShu
2213;1;126;166;That;x;x
2214;169;138;168;Triung;x;x
2215;43;144;169;Kyung;x;x
2216;85;147;42;Trin;x;x
2217;127;150;170;Giem;x;x
2218;1;156;171;Liang;x;x
2219;127;165;45;Liih;x;x
2220;169;168;173;Pra;x;x
2221;43;174;174;Langh;x;x
2222;85;177;47;Kiamh;x;x
2223;1;186;176;Gio;x;x
2224;85;192;177;Cix;x;x
2225;169;198;178;Ghop;x;x
2226;1;201;51;Phox;x;x
2227;85;207;52;Cii;x;x
2228;127;210;180;Yeng;x;x
2229;169;0;53;Lo;x;x
2230;1;3;181;Zsiox;x;x
2231;127;12;55;Mjen;x;x
2232;169;15;183;Muh;x;x
2233;43;21;184;Hanh;x;x
2234;127;27;185;Krenx;x;x
2235;169;30;58;Jek;x;x
2236;1;33;186;Zjyuk;x;x
2237;169;45;188;Kra;x;x
2238;1;48;61;Ngrax;x;x
2239;85;54;62;Yung;x;xQin
2240;127;57;190;Sjang;x;x
2241;1;63;191;Sjemx;x;x
2242;85;69;192;Bo;x;x
2243;169;75;193;Ghruah;x;x
2244;1;78;66;Jeuh;x;x
2245;43;81;194;Jen;x;x
2246;85;84;67;Syi;x;x
2247;169;90;68;Phyo;x;x
2248;1;93;196;Pyang;x;x
2249;43;96;69;Khiengh;x;x
2250;85;99;197;Ghruan;x;x
2251;127;102;70;Neng;x;x
2252;1;108;71;Gje;x;x
2253;85;114;72;Zin;x;x
2254;169;120;73;Yoih;x;x
2255;1;123;201;Ngyan;x;x
2256;127;132;75;Lan;x;x
2257;1;138;76;Gha;x;x
2258;43;141;204;Ghuang;x;x
2259;85;144;77;Zjenx;x;x
2260;43;156;79;Biungh;x;x
2261;85;159;207;Krai;x;x
2262;127;162;80;Min;x;x
2263;169;165;208;Thau;x;x
2264;1;168;81;Pjeng;x;xJin part1
2265;85;174;82;Daih;x;x
2266;127;177;210;Leu;x;x
2267;169;180;83;Byon;x;x
2268;1;183;211;Loh;x;x
2269;43;186;84;Drak;x;x
2270;85;189;212;Krungh;x;x
2271;127;192;85;Cinh;x;x
2272;169;195;213;Zsip;x;x
2273;1;198;86;Zjek;x;x
2274;43;201;214;Lom;x;x
2275;85;204;87;Lin;x;x
2276;127;207;215;Pyox;x;x
2277;169;210;88;Ngyoih;x;xZhao
2278;1;0;216;Ghruai;x;x
2279;43;3;89;Yed;x;x
2280;85;6;217;Danh;x;x
2281;169;12;218;Tok;x;x
2282;1;15;91;Deh;x;x
2283;85;21;92;Jeng;x;x
2284;127;24;220;Kiih;x;x
2285;169;42;223;Prah;x;x
2286;1;45;96;Chieng;x;x
2287;43;48;224;Trinh;x;x
2288;85;51;97;Drieux;x;x
2289;169;57;98;Mjeng;x;x
2290;43;63;99;Siang;x;x
2291;85;66;227;Dengh;x;x
2292;127;69;100;Paux;x;x
2293;169;72;228;Sjim;x;x
2294;1;147;72;Bunun;x;xTaiwan
2295;127;9;90;Paiwan;x;x
2296;127;36;30;Imphal;x;xBurma
2297;2;9;167;;x;
2298;88;15;168;;x;
2299;123;23;36;;x;
2300;56;123;68;;x;
2301;169;84;189;Seto Inland Sea;x;x
2302;1;87;62;Izu Offshore;x;x
2303;43;90;190;Sanriku Offshore;x;x
2304;85;93;63;Kuril Sea;x;x
2305;127;96;191;Oktothsk Sea;x;x
2306;169;99;64;Tatar Straits;x;x
2307;1;102;192;Sea of Japan;x;x
2308;43;105;65;Oki Offshore;x;x
2309;85;108;193;South Manchu Sea;x;x
2310;127;111;66;Korean Sea;x;x
2311;169;114;194;Tsushima Strait;x;x
2312;1;117;67;Ryukyu Islands;x;x
2313;43;120;195;Nansei Islands;x;x
2314;85;123;68;Nampo-Shoto Sea;x;x
2315;127;126;196;Yellow Sea;x;x
2316;169;129;69;South Qi;x;x
2317;1;132;197;Taiwan Strait;x;x
2318;43;135;70;Nan Hai;x;x
2319;85;81;2;Guanghou Bay;x;x
2320;127;84;130;Gulf of Tonkin;x;x
2321;169;87;3;Coast of Annam;x;x
2322;1;90;131;Luzon Strait;x;x
2323;43;93;4;Sulu Sea;x;x
2324;85;96;132;Gulf of Leyte;x;x
2325;127;99;5;Paracel Islands;x;x
2326;169;102;133;Manila Bay;x;x
2327;1;105;6;Mariana Islands;x;x
2328;43;108;134;Yap Islands;x;x
2329;85;111;7;Coast of Brunei;x;x
2330;127;114;135;Cam Rah Bay;x;x
2331;169;117;8;South China Sea;x;x
2332;1;120;136;Coast of Sarawk;x;x
2333;43;123;9;Mekong Delta;x;x
2334;85;126;137;Gulf of Siam;x;x
2335;127;129;10;Philipine Sea;x;x
2336;169;132;138;Sea of Celebes;x;x
2337;1;135;11;Straits of Makassar;x;x
2338;43;138;139;Malayan Sea;x;x
2339;85;141;12;Straits of Johore;x;x
2340;127;144;140;Karimata Strait;x;x
2341;169;147;13;Java Sea;x;x
2342;1;150;141;Christmas Island;x;x
2343;43;153;14;Coast of Surabaya;x;x
2344;85;156;142;Tanjungpura Sea;x;x
2345;127;159;15;Coast of Java;x;x
2346;169;162;143;Straits of Lombok;x;x
2347;1;165;16;Sea of Ternete;x;x
2348;43;168;144;Timor Sea;x;x
2349;85;171;17;The Moluccas;x;x
2350;127;174;145;Sea of Banda;x;x
2351;169;177;18;Kolepom Bay;x;x
2352;1;180;146;Arafuam Sea;x;x
2353;43;183;19;Palau Islands;x;x
2354;127;201;185;Straits of Malacca;x;x
2355;169;204;58;Mergui Archipelago;x;x
2356;1;207;186;Irrawady Delta;x;x
2357;43;210;59;Akyab Bay;x;x
2358;1;9;61;Coast of Sumatra;x;x
2359;43;12;189;Coast of Atjeh;x;x
2360;85;15;62;Nicobar Isles;x;x
2361;127;18;190;Andaman Sea;x;x
2362;1;69;71;Horn of Africa;x;x
2363;43;72;199;Coast of Pepper;x;x
2364;85;75;72;Zanzibar Strait;x;x
2365;127;78;200;Mozambique Channel;x;x
2366;169;81;73;Gulf of Zambeze;x;x
2367;1;84;201;Western Arabian Sea;x;x
2368;43;87;74;Eastern Arabian Sea;x;x
2369;127;93;75;Indian Ocean;x;x
2370;169;96;203;The Seychelles;x;x
2371;1;99;76;Diego Suarez Bay;x;x
2372;169;21;63;Gulf of Bengal;x;x
2373;1;24;191;Northen Bay of Bengal;x;x
2374;128;9;195;Arctic Sea;x;x
2375;128;87;45;Kukunor;x;x
2376;170;120;178;;x;
2377;2;123;51;Tana;x;x
2378;44;126;179;Turkana;x;x
2379;86;129;52;Mwitanzige;x;x
2380;128;132;180;Nalubaale;x;x
2381;170;135;53;Rutanzige;x;x
2382;2;138;181;Kivu;x;x
2383;44;141;54;Tanganyika;x;x
2384;86;144;182;Mweru;x;x
2385;128;147;55;Malawi;x;x
2386;170;150;183;;x;
2387;2;153;56;Van;x;x
2388;44;156;184;Urmia;x;x
2389;86;159;57;;x;
2390;128;162;185;;x;
2391;170;165;58;;x;
2392;2;168;186;Issyk Kul;x;x
2393;44;171;59;Alakol;x;x
2394;86;174;187;;x;
2395;128;177;60;Uvs;x;x
2396;170;180;188;Khyargas;x;x
2397;2;183;61;Khar;x;x
2398;44;186;189;Khar-Us;x;x
2399;86;189;62;Khovsgol;x;x
2400;128;192;190;;x;
2401;170;195;63;Hulun;x;x
2402;2;198;191;Khanka;x;x
2403;44;201;64;Tai;x;x
2404;86;204;192;Dongting;x;x
2405;128;207;65;Tonle Sap;x;x
2406;170;210;193;Toba;x;x
2407;2;0;66;Seling Co;x;x
2408;44;3;194;Nam Co;x;x
2409;86;6;67;Sevan;x;x
2410;128;63;174;Madagascar Coast;x;
2411;170;66;47;Malagasy Coast;x;
2412;2;69;175;Antsiranana;x;
2413;44;72;48;Toamasina;x;
2414;86;75;176;Boina;x;
2415;128;78;49;Antananarivo;x;
2416;170;81;177;Toliara;x;
2417;2;84;50;Androy;x;
2418;44;87;178;Manakara;x;
2419;86;90;51;Fianarantsoa;x;
2420;128;93;179;Menabe;x;
2421;2;117;20;Harima;x;
2422;44;120;148;Izumo;x;
2423;86;123;21;Bingo;x;
2424;128;126;149;Iwami;x;
2425;170;129;22;Aki;x;
2426;2;132;150;Nagato;x;
2427;44;135;23;Awa;x;
2428;86;138;151;Tosa;x;
2429;128;141;24;Iyo;x;
2430;170;144;152;Bungo;x;
2431;2;147;25;Chikuzen;x;
2432;44;150;153;Hizen;x;
2433;86;153;26;Hyuga;x;
2434;128;156;154;Higo;x;
2435;170;159;27;Satsuma;x;
2436;86;117;141;Mutsu;x;
2437;128;120;14;Dewa;x;
2438;170;123;142;Rikuzen;x;
2439;2;126;15;Echigo;x;
2440;44;129;143;Kozuke;x;
2441;86;132;16;Hitachi;x;
2442;128;135;144;Kazusa;x;
2443;170;138;17;Musashi;x;
2444;2;141;145;Sagami;x;
2445;44;144;18;Kai;x;
2446;86;147;146;Shinano;x;
2447;170;96;52;Nile1;x;
2448;2;99;180;Nile2;x;
2449;44;102;53;Nile3;x;
2450;86;105;181;Nile4;x;
2451;128;108;54;Nile5;x;
2452;170;111;182;Nile6;x;
2453;2;114;55;Nile7;x;
2454;44;117;183;Nile8;x;
2455;86;120;56;Nile9;x;
2456;128;123;184;Nile10;x;
2457;170;126;57;Blue Nile1;x;
2458;2;129;185;Blue Nile2;x;
2459;44;132;58;White Nile1;x;
2460;43;63;148;White Nile2;x;
2461;85;66;21;White Nile3;x;
2462;127;69;149;White Nile4;x;
2463;169;72;22;White Nile5;x;
2464;1;75;150;White Nile6;x;
2465;43;78;23;White Nile7;x;
2466;85;81;151;Semliki;x;
2467;127;84;24;Katonga;x;
2468;169;87;152;Kazinga;x;
2469;1;90;26;Dweru;x;x
2470;43;93;153;Tumba;x;
2471;85;96;26;Mai-Ndombe;x;
2472;127;99;154;Upemba;x;
2473;169;102;27;Kisale;x;
2474;1;105;155;Mweru-wa-Ntipa;x;
2475;43;108;28;Bangweulu;x;
2476;128;183;194;Chilwa;x;
2477;170;186;67;Eyasi;x;
2478;2;189;195;Baringo;x;
2479;44;192;68;Jabbul;x;
2480;86;195;196;Tengiz;x;
2481;128;198;69;Kishkenekol;x;
2482;85;111;156;Kulundinskoye;x;
2483;127;114;29;Ubinskoye;x;
2484;169;117;157;Dorgon-Har;x;x
2485;86;210;71;Bosten;x;x
2486;128;0;199;Ebinur;x;x
2487;170;3;72;Poyang;x;x
2488;2;6;200;Nansi;x;
2489;44;9;73;Hongze;x;
2490;86;12;201;Gaoyou;x;
2491;128;15;74;Chao;x;x
2492;170;18;202;Dianchi;x;x
2493;2;21;75;Fuxian;x;x
2494;44;24;203;Erhai;x;x
2495;86;27;76;Chenghai;x;x
2496;128;30;204;Lugu;x;x
2497;170;33;77;Gyaring;x;
2498;2;36;205;Hala;x;
2499;44;39;78;Ayakum;x;x
2500;86;42;206;Wulanwula;x;x
2501;128;45;79;Cona;x;x
2502;170;48;207;Rakshastal;x;x
2503;2;51;80;Manasarovar;x;x
2504;44;54;208;Yamdrok;x;x
2505;86;57;81;Dangreyoungco;x;
2506;128;60;209;Ang Laren;x;x
2507;170;63;82;Banggong;x;x
2508;2;66;210;Orba;x;x
2509;44;69;83;Beloye;x;
2510;86;72;211;Beysehir;x;
2511;128;75;84;Ohrid;x;
2512;170;78;212;Balaton;x;
2513;2;81;85;Neusiedl;x;
2514;44;84;213;Chiemsee;x;
2515;86;87;86;Ammersee;x;
2516;128;90;214;Lake Neuchatel;x;
2517;170;93;87;Wendelsee;x;
2518;2;96;215;Maggiore;x;
2519;44;99;88;Como;x;
2520;86;102;216;Iseo;x;
2521;128;105;89;Garda;x;
2522;170;108;217;Trasimeno;x;
2523;2;111;90;Bolsena;x;
2524;44;114;218;Loch Ness;x;
2525;86;117;91;Lough Neagh;x;
2526;128;120;219;Lough Ree;x;
2527;170;123;92;Lough Derg;x;
2528;2;126;220;Kara Sea;x;x
2529;44;129;93;Mascarene Basin;x;x
2530;86;132;221;Cocos Basin;x;x
2531;128;135;94;Murman Sea;x;
2532;170;138;222;Chagos Sea;x;x
2533;2;141;95;Cocos Sea;x;x
2534;44;144;223;Mony Sea;x;x
2535;86;147;96;Mascarene Sea;x;x
2536;128;150;224;Ninety East Ridge;x;x
2537;170;153;97;Mid-Indian Basin;x;x
2538;2;156;225;Wharton Basin;x;x
2539;44;159;98;Perth Basin;x;x
2540;86;162;226;Broken Ridge;x;x
2541;128;165;99;Mid-Indian Ridge;x;x
2542;170;168;227;Kerguelen Sea;x;x
2543;2;171;0;Crozet Basin;x;x
2544;44;174;128;Crozet Sea;x;x
2545;86;177;1;Guinea Coast;x;x
2546;128;180;129;Gambia Coast;x;x
2547;170;183;2;Gold Coast;x;x
2548;2;186;130;Ivory Coast;x;x
2549;44;189;3;Bight of Bonny;x;x
2550;86;192;131;Gabon Coast;x;x
2551;128;195;4;Congo Coast;x;x
2552;170;198;132;Angola Coast;x;x
2553;2;201;5;Namibia Coast;x;x
2554;44;204;133;Cape of Storms;x;x
2555;86;207;6;Cape Agulhas;x;x
2556;128;210;134;Natal Coast;x;x
2557;170;0;7;Maputo Bay;x;x
2558;2;3;135;Mozambique Basin;x;x
2559;44;6;8;Toliara Coast;x;x
2560;86;9;136;Agulhas Basin;x;x
2561;128;12;9;Agulhas Sea;x;x
2562;170;15;137;Greenland Sea;x;x
2563;2;18;10;Norwegian Sea;x;x
2564;44;21;138;Greenland Strait;x;x
2565;86;24;11;Greenland Coast;x;x
2566;128;27;139;Baffin Bay;x;x
2567;170;30;12;Labrador Sea;x;x
2568;2;33;140;Irminger Sea;x;x
2569;44;36;13;Helluland Sea;x;x
2570;86;39;141;Markland Coast;x;x
2571;128;42;14;Vinland Sea;x;x
2572;170;45;142;Laurentian Gulf;x;x
2573;2;48;15;Cabot Strait;x;x
2574;44;51;143;Labrador Strait;x;x
2575;86;54;16;Canso Strait;x;x
2576;128;57;144;Miramichi Bay;x;x
2577;170;60;17;Laurentian Bay;x;x
2578;2;63;145;Emerald Coast;x;x
2579;44;66;18;Gulf of Maine;x;x
2580;86;69;146;Fundy Bay;x;x
2581;128;72;19;Penobscot Bay;x;x
2582;170;75;147;Massachusetts Bay;x;x
2583;2;78;20;Narragansett Bay;x;x
2584;44;81;148;Pequot Sound;x;x
2585;86;84;21;Montaukett Coast;x;x
2586;128;87;149;Manhattan Bay;x;x
2587;170;90;22;Madeira Sea;x;x
2588;2;93;150;Iberian Basin;x;x
2589;44;96;23;Azores Sea;x;x
2590;86;99;151;Porcupine Sea;x;x
2591;128;102;24;Gloria Ridge;x;x
2592;170;105;152;Gorgades Sea;x;x
2593;2;108;25;Delaware Bay;x;x
2594;44;111;153;Chesapeake Bay;x;x
2595;86;114;26;Chesepian Coast;x;x
2596;128;117;154;Roanoke Sound;x;x
2597;170;120;27;Pamlico Sound;x;x
2598;2;123;155;Outer Banks;x;x
2599;44;126;28;Gizhigin Bay;x;
2600;86;129;156;Chicora Coast;x;x
2601;128;132;29;Cusabo Coast;x;x
2602;170;135;157;Guale Bay;x;x
2603;2;138;30;Timucuan Coast;x;x
2604;44;141;158;Lake Okeechobee;x;
2605;86;144;31;Ais Coast;x;x
2606;128;147;159;Tequesta Coast;x;x
2607;170;150;32;Florida Bay;x;x
2608;2;153;160;Calusa Bay;x;x
2609;44;156;33;Tocobaga Bay;x;x
2610;86;159;161;Apalachicola Bay;x;x
2611;128;162;34;Pensacola Bay;x;x
2612;170;165;162;Biloxi Bay;x;x
2613;2;168;35;Mississippi Delta;x;x
2614;44;171;163;Atakapa Coast;x;x
2615;86;174;36;Coahuiltecan Bay;x;x
2616;128;177;164;Tamaholipa Coast;x;x
2617;170;180;37;Florida Strait;x;x
2618;2;183;165;Totonacapan Coast;x;x
2619;44;186;38;Campeche Bay;x;x
2620;86;189;166;Gulf of Mexico;x;x
2621;128;192;39;Habana Coast;x;x
2622;170;195;167;Yucatan Strait;x;x
2623;2;198;40;Yucatan Coast;x;x
2624;44;201;168;Florida Gulf;x;x
2625;86;204;41;Caribbean Sea;x;x
2626;128;207;169;Antilles Sea;x;x
2627;170;210;42;East Caribbean Sea;x;x
2628;2;0;170;Batabano Gulf;x;x
2629;44;3;43;Cayman Sea;x;x
2630;86;6;171;Guacanayabo Gulf;x;x
2631;128;9;44;Jamaica Channel;x;x
2632;170;12;172;Jaragua Bay;x;x
2633;2;15;45;Ozama Bay;x;
2634;44;18;173;Gonaibo Gulf;x;x
2635;86;21;46;Guarico Bay;x;x
2636;128;24;174;Magua Coast;x;x
2637;170;27;47;Guaynia Sea;x;x
2638;2;30;175;Iere Sea;x;x
2639;44;33;48;Karukera Sea;x;x
2640;86;36;176;Waladli Sea;x;x
2641;128;39;49;Boriken Sea;x;
2642;170;42;177;Cairi Sea;x;x
2643;2;45;50;Yuma Sea;x;x
2644;44;48;178;Bahama Sea;x;x
2645;86;51;51;Coabana Coast;x;x
2646;128;54;179;Ciboney Bay;x;x
2647;170;57;52;Hatteras Basin;x;x
2648;2;60;180;West Sargasso Sea;x;x
2649;44;63;53;West Carribean Sea;x;x
2650;86;66;181;Kuutsmil Coast;x;x
2651;128;69;54;Amatique Bay;x;x
2652;170;72;182;Lake Izabal;x;x
2653;2;75;55;Pech Coast;x;x
2654;44;78;183;Mískitu Coast;x;x
2655;86;81;56;Lake Cocibolca;x;x
2656;128;84;184;Lake Xolotlan;x;x
2657;170;87;57;Darién Gulf;x;x
2658;2;90;185;Tairona Coast;x;x
2659;44;93;58;Lake Maracaibo;x;x
2660;86;96;186;Veneciuela Gulf;x;x
2661;128;99;59;Caquetio Sea;x;x
2662;170;102;187;Caracas Bay;x;x
2663;2;105;60;Guaymi Gulf;x;x
2664;44;108;188;Blake Basin;x;x
2665;86;111;61;Nares Sea;x;x
2666;128;114;189;Hudson Basin;x;x
2667;170;117;62;Delaware Basin;x;x
2668;2;120;190;Bermuda Rise;x;x
2669;44;123;63;Sohm Sea;x;x
2670;86;126;191;Newfoundland Basin;x;x
2671;128;129;64;Mauritanian Basin;x;x
2672;170;132;192;Canary Basin;x;x
2673;2;135;65;East Sargasso Sea;x;x
2674;44;138;193;Sargasso Sea;x;x
2675;86;141;66;Atlantis Ridge;x;x
2676;128;144;194;Palmas Basin;x;x
2677;170;147;67;Gorgades Basin;x;x
2678;2;150;195;Vema Ridge;x;x
2679;44;153;68;Kane Ridge;x;x
2680;86;156;196;Guyana Gulf;x;x
2681;128;159;69;Antilles Basin;x;x
2682;170;162;197;Cape Horn;x;x
2683;2;165;70;Haush Gulf;x;x
2684;44;168;198;Selknam Straits;x;x
2685;86;171;71;Malo Sea;x;x
2686;128;174;199;Scotia Sea;x;x
2687;170;177;72;Scotia Ridge;x;x
2688;2;180;200;Roche Sea;x;x
2689;44;183;73;South Atlantic Ridge;x;x
2690;86;186;201;Gulf of Guinea;x;x
2691;128;189;74;Angola Basin;x;x
2692;170;192;202;Walvis Ridge;x;x
2693;2;195;75;Cape Basin;x;x
2694;44;198;203;Palmas Sea;x;x
2695;86;201;76;Sea of Refreshment;x;x
2696;128;204;204;Helena Sea;x;x
2697;170;207;77;Rio Grande Rise;x;x
2698;2;210;205;Argentine Basin;x;x
2699;44;0;78;Patagonian Shelf;x;x
2700;86;3;206;Vema Trench;x;x
2701;128;6;79;Argentine Sea;x;x
2702;170;9;207;Mid-Atlantic Ridge;x;x
2703;2;12;80;Brazilian Basin;x;x
2704;44;15;208;Romanche Trench;x;x
2705;86;18;81;Pernambuco Basin;x;x
2706;128;21;209;Amazonian Basin;x;x
2707;170;24;82;Aonikenk Gulf;x;x
2708;2;27;210;Chubut Bay;x;x
2709;44;30;83;Puelche Bay;x;x
2710;86;33;211;Het Bay;x;x
2711;128;36;84;Querandi Coast;x;x
2712;170;39;212;Charrua Bay;x;x
2713;2;42;85;Lake Henia;x;x
2714;44;45;213;Lake Mirim;x;x
2715;86;48;86;Lake Patos;x;x
2716;128;51;214;Guarani Coast;x;x
2717;170;54;87;Tupi Gulf;x;x
2718;2;57;215;Aimore Coast;x;x
2719;44;60;88;Tupi Coast;x;x
2720;86;63;216;Potiguara Coast;x;x
2721;128;66;89;Tremembe Coast;x;x
2722;170;69;217;Amazonian Delta;x;x
2723;2;72;90;Palikur Coast;x;x
2724;44;75;218;South Indian Basin;x;x
2725;86;78;91;Australian Ridge;x;x
2726;128;81;219;Australian Basin;x;x
2727;170;84;92;Tasman Rise;x;x
2728;2;87;220;Winipakw Strait;x;x
2729;44;90;93;East Winipakw Bay;x;x
2730;86;93;221;Yawuru Sea;x;x
2731;128;96;94;Arafura Sea;x;x
2732;170;99;222;Yolgnu Sea;x;x
2733;2;102;95;Papua Gulf;x;x
2734;44;105;223;West Winipakw Bay;x;x
2735;86;108;96;Nunavut Basin;x;x
2736;128;111;224;Qikiqtaaluk Gulf;x;x
2737;170;114;97;Lake Michikamau;x;x
2738;2;117;225;Lake Mistassini;x;x
2739;44;120;98;Lake Apisikamis;x;x
2740;86;123;226;Lake Petonbowk;x;x
2741;128;126;99;Lake Nipissing;x;x
2742;170;129;227;Lake Ouentironk;x;x
2743;2;132;0;Lake Animbiigoong;x;x
2744;44;135;128;Lake Minitie;x;x
2745;86;138;1;Kitikmeot Channel;x;x
2746;128;141;129;Kugluktuk Strait;x;x
2747;170;144;2;Inuvik Gulf;x;x
2748;2;147;130;Tuktuyaaqtuuq Sea;x;x
2749;44;150;3;Utqiagvik Sea;x;x
2750;86;153;131;Chukchi Sea;x;x
2751;128;156;4;East Siberian Sea;x;x
2752;170;159;132;Lake Sahtu;x;x
2753;2;162;5;Lake Tindee;x;x
2754;44;165;133;Lake Dubawnt;x;x
2755;86;168;6;Lake Athabasca;x;x
2756;128;171;134;Lake Kapaweno;x;x
2757;170;174;7;Lake Kinosew;x;x
2758;2;177;135;Lake Winipekw;x;x
2759;44;180;8;Lake Gichigami;x;x
2760;86;183;136;Lake Mishigami;x;x
2761;128;186;9;Lake Karegnondi;x;x
2762;170;189;137;Lake Otsiketa;x;x
2763;2;192;10;Lake Erige;x;x
2764;44;195;138;Lake Ontario;x;x
2765;86;198;11;Finger Lakes;x;x
2766;128;201;139;Lake Timpanog;x;x
2767;170;204;12;Nechako Lakes;x;x
2768;2;207;140;Lake Daaw;x;x
2769;44;210;13;Lake Chapala;x;x
2770;86;0;141;Lake Texcoco;x;x
2771;128;3;14;Lake Uberaba;x;x
2772;170;6;142;Lake Poopo;x;x
2773;2;9;15;Lake Titiqaqa;x;
2774;44;12;143;Lake Rogagua;x;x
2775;86;15;16;Nhuwala Sea;x;x
2776;128;18;144;Boorloo Sea;x;x
2777;170;21;17;Lutriwita Strait;x;x
2778;2;24;145;Toogee Coast;x;x
2779;44;27;18;Palawa Coast;x;x
2780;86;30;146;Tasman Sea;x;x
2781;128;33;19;Wudjari Coast;x;x
2782;170;36;147;Wirangu Bight;x;x
2783;2;39;20;Narangga Gulf;x;x
2784;44;42;148;Maungahuka Sea;x;x
2785;86;45;21;Wharekauri Sea;x;x
2786;128;48;149;Moruya Coast;x;x
2787;170;51;22;Quandamooka Coast;x;x
2788;2;54;150;Great Barrier Reef;x;x
2789;44;57;23;Coral Sea;x;x
2790;86;60;151;Rangitahua Sea;x;x
2791;128;63;24;Aoraki Coast;x;x
2792;170;66;152;Waitaki Coast;x;x
2793;2;69;25;Raukawa Strait;x;x
2794;44;72;153;Heretaunga Coast;x;x
2795;86;75;26;Tai o Rehua;x;x
2796;128;78;154;Te Moana a Toi;x;x
2797;170;81;27;Zealandia Basin;x;x
2798;2;84;155;Lapita Sea;x;x
2799;44;87;28;Tonga Sea;x;x
2800;86;90;156;Viti Sea;x;x
2801;128;93;29;Isatabu Sea;x;x
2802;170;96;157;Kuril Sea;x;x
2803;2;99;30;Kavieng Sea;x;x
2804;44;102;158;Sepik Coast;x;x
2805;86;105;31;Madang Sea;x;x
