province;red;green;blue;x;x
3291;3;210;160;;x
3292;45;0;33;;x
3293;87;3;161;;x
3294;129;6;34;;x
3295;171;9;162;;x
3296;3;12;35;;x
3297;45;15;163;;x
3298;87;18;36;;x
3299;129;21;164;;x
3300;171;24;37;;x
3301;3;27;165;;x
3302;45;30;38;;x
3303;87;33;166;;x
3304;129;36;39;;x
3305;171;39;167;;x
3306;3;42;40;;x
3307;45;45;168;;x
3308;87;48;41;;x
3309;129;51;169;;x
3310;171;54;42;;x
3311;3;57;170;;x
3312;45;60;43;;x
3313;87;63;171;;x
3314;129;66;44;;x
3315;171;69;172;;x
3316;3;72;45;;x
3317;45;75;173;;x
3318;87;78;46;;x
3319;129;81;174;;x
3320;171;84;47;;x
3321;3;87;175;;x
3322;45;90;48;;x
3323;87;93;176;;x
3324;129;96;49;;x
3325;171;99;177;;x
3326;3;102;50;;x
3327;45;105;178;;x
3328;87;108;51;;x
3329;129;111;179;;x
3330;171;114;52;;x
3331;3;117;180;;x
3332;45;120;53;;x
3333;87;123;181;;x
3334;129;126;54;;x
3335;171;129;182;;x
3336;3;132;55;;x
3337;45;135;183;;x
3338;87;138;56;;x
3339;129;141;184;;x
3340;171;144;57;;x
3341;3;147;185;;x
3342;45;150;58;;x
3343;87;153;186;;x
3344;129;156;59;;x
3345;171;159;187;;x
3346;3;162;60;;x
3347;45;165;188;;x
3348;87;168;61;;x
3349;129;171;189;;x
3350;171;174;62;;x
3351;3;177;190;;x
3352;45;180;63;;x
3353;87;183;191;;x
3354;129;186;64;;x
3355;171;189;192;;x
3356;3;192;65;;x
3357;45;195;193;;x
3358;87;198;66;;x
3359;129;201;194;;x
3360;171;204;67;;x
3361;3;207;195;;x
3362;45;210;68;;x
3363;87;0;196;;x
3364;129;3;69;;x
3365;171;6;197;;x
3366;3;9;70;;x
3367;45;12;198;;x
3368;87;15;71;;x
3369;129;18;199;;x
3370;171;21;72;;x
3371;3;24;200;;x
3372;45;27;73;;x
3373;87;30;201;;x
3374;129;33;74;;x
3375;171;36;202;;x
3376;3;39;75;;x
3377;45;42;203;;x
3378;87;45;76;;x
3379;129;48;204;;x
3380;171;51;77;;x
3381;3;54;205;;x
3382;45;57;78;;x
3383;87;60;206;;x
3384;129;63;79;;x
3385;171;66;207;;x
3386;3;69;80;;x
3387;45;72;208;;x
3388;87;75;81;;x
3389;129;78;209;;x
3390;171;81;82;;x
3391;3;84;210;;x
3392;45;87;83;;x
3393;87;90;211;;x
3394;129;93;84;;x
3395;171;96;212;;x
3396;3;99;85;;x
3397;45;102;213;;x
3398;87;105;86;;x
3399;129;108;214;;x
3400;171;111;87;;x
3401;3;114;215;;x
3402;45;117;88;;x
3403;87;120;216;;x
3404;129;123;89;;x
3405;171;126;217;;x
3406;3;129;90;;x
3407;45;132;218;;x
3408;87;135;91;;x
3409;129;138;219;;x
3410;171;141;92;;x
3411;3;144;220;;x
3412;45;147;93;;x
3413;87;150;221;;x
3414;129;153;94;;x
3415;171;156;222;;x
3416;3;159;95;;x
3417;45;162;223;;x
3418;87;165;96;;x
3419;129;168;224;;x
3420;171;171;97;;x
3421;3;174;225;;x
3422;45;177;98;;x
3423;87;180;226;;x
3424;129;183;99;;x
3425;171;186;227;;x
3426;3;189;0;;x
3427;45;192;128;;x
3428;87;195;1;;x
3429;129;198;129;;x
3430;171;201;2;;x
3431;3;204;130;;x
3432;45;207;3;;x
3433;87;210;131;;x
3434;129;0;4;;x
3435;171;3;132;;x
3436;3;6;5;;x
3437;45;9;133;;x
3438;87;12;6;;x
3439;129;15;134;;x
3440;171;18;7;;x
3441;3;21;135;;x
3442;45;24;8;;x
3443;87;27;136;;x
3444;129;30;9;;x
3445;171;33;137;;x
3446;3;36;10;;x
3447;45;39;138;;x
3448;87;42;11;;x
3449;129;45;139;;x
3450;171;48;12;;x
3451;3;51;140;;x
3452;45;54;13;;x
3453;87;57;141;;x
3454;129;60;14;;x
3455;171;63;142;;x
3456;3;66;15;;x
3457;45;69;143;;x
3458;87;72;16;;x
3459;129;75;144;;x
3460;171;78;17;;x
3461;3;81;145;;x
3462;45;84;18;;x
3463;87;87;146;;x
3464;129;90;19;;x
3465;171;93;147;;x
3466;3;96;20;;x
3467;45;99;148;;x
3468;87;102;21;;x
3469;129;105;149;;x
3470;171;108;22;;x
3471;3;111;150;;x
3472;45;114;23;;x
3473;87;117;151;;x
3474;129;120;24;;x
3475;171;123;152;;x
3476;3;126;25;;x
3477;45;129;153;;x
3478;87;132;26;;x
3479;129;135;154;;x
3480;171;138;27;;x
3481;3;141;155;;x
3482;45;144;28;;x
3483;87;147;156;;x
3484;129;150;29;;x
3485;171;153;157;;x
3486;3;156;30;;x
3487;45;159;158;;x
3488;87;162;31;;x
3489;129;165;159;;x
3490;171;168;32;;x
3491;3;171;160;;x
3492;45;174;33;;x
3493;87;177;161;;x
3494;129;180;34;;x
3495;171;183;162;;x
3496;3;186;35;;x
3497;45;189;163;;x
3498;87;192;36;;x
3499;129;195;164;;x
3500;171;198;37;;x
3501;3;201;165;;x
3502;45;204;38;;x
3503;87;207;166;;x
3504;129;210;39;;x
3505;171;0;167;;x
3506;3;3;40;;x
3507;45;6;168;;x
3508;87;9;41;;x
3509;129;12;169;;x
3510;171;15;42;;x
3511;3;18;170;;x
3512;45;21;43;;x
3513;87;24;171;;x
3514;129;27;44;;x
3515;171;30;172;;x
3516;3;33;45;;x
3517;45;36;173;;x
3518;87;39;46;;x
3519;129;42;174;;x
3520;171;45;47;;x
3521;3;48;175;;x
3522;45;51;48;;x
3523;87;54;176;;x
3524;129;57;49;;x
3525;171;60;177;;x
3526;3;63;50;;x
3527;45;66;178;;x
3528;87;69;51;;x
3529;129;72;179;;x
3530;171;75;52;;x
3531;3;78;180;;x
3532;45;81;53;;x
3533;87;84;181;;x
3534;129;87;54;;x
3535;171;90;182;;x
3536;3;93;55;;x
3537;45;96;183;;x
3538;87;99;56;;x
3539;129;102;184;;x
3540;171;105;57;;x
3541;3;108;185;;x
3542;45;111;58;;x
3543;87;114;186;;x
3544;129;117;59;;x
3545;171;120;187;;x
3546;3;123;60;;x
3547;45;126;188;;x
3548;87;129;61;;x
3549;129;132;189;;x
3550;171;135;62;;x
3551;3;138;190;;x
3552;45;141;63;;x
3553;87;144;191;;x
3554;129;147;64;;x
3555;171;150;192;;x
3556;3;153;65;;x
3557;45;156;193;;x
3558;87;159;66;;x
3559;129;162;194;;x
3560;171;165;67;;x
3561;3;168;195;;x
3562;45;171;68;;x
3563;87;174;196;;x
3564;129;177;69;;x
3565;171;180;197;;x
3566;3;183;70;;x
3567;45;186;198;;x
3568;87;189;71;;x
3569;129;192;199;;x
3570;171;195;72;;x
3571;3;198;200;;x
3572;45;201;73;;x
3573;87;204;201;;x
3574;129;207;74;;x
3575;171;210;202;;x
3576;3;0;75;;x
3577;45;3;203;;x
3578;87;6;76;;x
3579;129;9;204;;x
3580;171;12;77;;x
3581;3;15;205;;x
3582;45;18;78;;x
3583;87;21;206;;x
3584;129;24;79;;x
3585;171;27;207;;x
3586;3;30;80;;x
3587;45;33;208;;x
3588;87;36;81;;x
3589;129;39;209;;x
3590;171;42;82;;x
3591;3;45;210;;x
3592;45;48;83;;x
3593;87;51;211;;x
3594;129;54;84;;x
3595;171;57;212;;x
3596;3;60;85;;x
3597;45;63;213;;x
3598;87;66;86;;x
3599;129;69;214;;x
3600;171;72;87;;x
3601;3;75;215;;x
3602;45;78;88;;x
3603;87;81;216;;x
3604;129;84;89;;x
3605;171;87;217;;x
3606;3;90;90;;x
3607;45;93;218;;x
3608;87;96;91;;x
3609;129;99;219;;x
3610;171;102;92;;x
3611;3;105;220;;x
3612;45;108;93;;x
3613;87;111;221;;x
3614;129;114;94;;x
3615;171;117;222;;x
3616;3;120;95;;x
3617;45;123;223;;x
3618;87;126;96;;x
3619;129;129;224;;x
3620;171;132;97;;x
3621;3;135;225;;x
3622;45;138;98;;x
3623;87;141;226;;x
3624;129;144;99;;x
3625;171;147;227;;x
3626;3;150;0;;x
3627;45;153;128;;x
3628;87;156;1;;x
3629;129;159;129;;x
3630;171;162;2;;x
3631;3;165;130;;x
3632;45;168;3;;x
3633;87;171;131;;x
3634;129;174;4;;x
3635;171;177;132;;x
3636;3;180;5;;x
3637;45;183;133;;x
3638;87;186;6;;x
3639;129;189;134;;x
3640;171;192;7;;x
3641;3;195;135;;x
3642;45;198;8;;x
3643;87;201;136;;x
3644;129;204;9;;x
3645;171;207;137;;x
3646;3;210;10;;x
3647;45;0;138;;x
3648;87;3;11;;x
3649;129;6;139;;x
3650;171;9;12;;x
3651;3;12;140;;x
3652;45;15;13;;x
3653;87;18;141;;x
3654;129;21;14;;x
3655;171;24;142;;x
3656;3;27;15;;x
3657;45;30;143;;x
3658;87;33;16;;x
3659;129;36;144;;x
3660;171;39;17;;x
3661;3;42;145;;x
3662;45;45;18;;x
3663;87;48;146;;x
3664;129;51;19;;x
3665;171;54;147;;x
3666;3;57;20;;x
3667;45;60;148;;x
3668;87;63;21;;x
3669;129;66;149;;x
3670;171;69;22;;x
3671;3;72;150;;x
3672;45;75;23;;x
3673;87;78;151;;x
3674;129;81;24;;x
3675;171;84;152;;x
3676;3;87;25;;x
3677;45;90;153;;x
3678;87;93;26;;x
3679;129;96;154;;x
3680;171;99;27;;x
3681;3;102;155;;x
3682;45;105;28;;x
3683;87;108;156;;x
3684;129;111;29;;x
3685;171;114;157;;x
3686;3;117;30;;x
3687;45;120;158;;x
3688;87;123;31;;x
3689;129;126;159;;x
3690;171;129;32;;x
3691;3;132;160;;x
3692;45;135;33;;x
3693;87;138;161;;x
3694;129;141;34;;x
3695;171;144;162;;x
3696;3;147;35;;x
3697;45;150;163;;x
3698;87;153;36;;x
3699;129;156;164;;x
3700;171;159;37;;x
3701;3;162;165;;x
3702;45;165;38;;x
3703;87;168;166;;x
3704;129;171;39;;x
3705;171;174;167;;x
3706;3;177;40;;x
3707;45;180;168;;x
3708;87;183;41;;x
3709;129;186;169;;x
3710;171;189;42;;x
3711;3;192;170;;x
3712;45;195;43;;x
3713;87;198;171;;x
3714;129;201;44;;x
3715;171;204;172;;x
3716;3;207;45;;x
3717;45;210;173;;x
3718;87;0;46;;x
3719;129;3;174;;x
3720;171;6;47;;x
3721;3;9;175;;x
3722;45;12;48;;x
3723;87;15;176;;x
3724;129;18;49;;x
3725;171;21;177;;x
3726;3;24;50;;x
3727;45;27;178;;x
3728;87;30;51;;x
3729;129;33;179;;x
3730;171;36;52;;x
3731;3;39;180;;x
3732;45;42;53;;x
3733;87;45;181;;x
3734;129;48;54;;x
3735;171;51;182;;x
3736;3;54;55;;x
3737;45;57;183;;x
3738;87;60;56;;x
3739;129;63;184;;x
3740;171;66;57;;x
3741;3;69;185;;x
3742;45;72;58;;x
3743;87;75;186;;x
3744;129;78;59;;x
3745;171;81;187;;x
3746;3;84;60;;x
3747;45;87;188;;x
3748;87;90;61;;x
3749;129;93;189;;x
3750;171;96;62;;x
3751;3;99;190;;x
3752;45;102;63;;x
3753;87;105;191;;x
3754;129;108;64;;x
3755;171;111;192;;x
3756;3;114;65;;x
3757;45;117;193;;x
3758;87;120;66;;x
3759;129;123;194;;x
3760;171;126;67;;x
3761;3;129;195;;x
3762;45;132;68;;x
3763;87;135;196;;x
3764;129;138;69;;x
3765;171;141;197;;x
3766;3;144;70;;x
3767;45;147;198;;x
3768;87;150;71;;x
3769;129;153;199;;x
3770;171;156;72;;x
3771;3;159;200;;x
3772;45;162;73;;x
3773;87;165;201;;x
3774;129;168;74;;x
3775;171;171;202;;x
3776;3;174;75;;x
3777;45;177;203;;x
3778;87;180;76;;x
3779;129;183;204;;x
3780;171;186;77;;x
3781;3;189;205;;x
3782;45;192;78;;x
3783;87;195;206;;x
3784;129;198;79;;x
3785;171;201;207;;x
3786;3;204;80;;x
3787;45;207;208;;x
3788;87;210;81;;x
3789;129;0;209;;x
3790;171;3;82;;x
3791;3;6;210;;x
3792;45;9;83;;x
3793;87;12;211;;x
3794;129;15;84;;x
3795;171;18;212;;x
3796;3;21;85;;x
3797;45;24;213;;x
3798;87;27;86;;x
3799;129;30;214;;x
3800;171;33;87;;x
3801;3;36;215;;x
3802;45;39;88;;x
3803;87;42;216;;x
3804;129;45;89;;x
3805;171;48;217;;x
3806;3;51;90;;x
3807;45;54;218;;x
3808;87;57;91;;x
3809;129;60;219;;x
3810;171;63;92;;x
3811;3;66;220;;x
3812;45;69;93;;x
3813;87;72;221;;x
3814;129;75;94;;x
3815;171;78;222;;x
3816;3;81;95;;x
3817;45;84;223;;x
3818;87;87;96;;x
3819;129;90;224;;x
3820;171;93;97;;x
3821;3;96;225;;x
3822;45;99;98;;x
3823;87;102;226;;x
3824;129;105;99;;x
3825;171;108;227;;x
3826;3;111;0;;x
3827;45;114;128;;x
3828;87;117;1;;x
3829;129;120;129;;x
3830;171;123;2;;x
3831;3;126;130;;x
3832;45;129;3;;x
3833;87;132;131;;x
3834;129;135;4;;x
3835;171;138;132;;x
3836;3;141;5;;x
3837;45;144;133;;x
3838;87;147;6;;x
3839;129;150;134;;x
3840;171;153;7;;x
3841;3;156;135;;x
3842;45;159;8;;x
3843;87;162;136;;x
3844;129;165;9;;x
3845;171;168;137;;x
3846;3;171;10;;x
3847;45;174;138;;x
3848;87;177;11;;x
3849;129;180;139;;x
3850;171;183;12;;x
3851;3;186;140;;x
3852;45;189;13;;x
3853;87;192;141;;x
3854;129;195;14;;x
3855;171;198;142;;x
3856;3;201;15;;x
3857;45;204;143;;x
3858;87;207;16;;x
3859;129;210;144;;x
3860;171;0;17;;x
3861;3;3;145;;x
3862;45;6;18;;x
3863;87;9;146;;x
3864;129;12;19;;x
3865;171;15;147;;x
3866;3;18;20;;x
3867;45;21;148;;x
3868;87;24;21;;x
3869;129;27;149;;x
3870;171;30;22;;x
3871;3;33;150;;x
3872;45;36;23;;x
3873;87;39;151;;x
3874;129;42;24;;x
3875;171;45;152;;x
3876;3;48;25;;x
3877;45;51;153;;x
3878;87;54;26;;x
3879;129;57;154;;x
3880;171;60;27;;x
3881;3;63;155;;x
3882;45;66;28;;x
3883;87;69;156;;x
3884;129;72;29;;x
3885;171;75;157;;x
3886;3;78;30;;x
3887;45;81;158;;x
3888;87;84;31;;x
3889;129;87;159;;x
3890;171;90;32;;x
3891;3;93;160;;x
3892;45;96;33;;x
3893;87;99;161;;x
3894;129;102;34;;x
3895;171;105;162;;x
3896;3;108;35;;x
3897;45;111;163;;x
3898;87;114;36;;x
3899;129;117;164;;x
3900;171;120;37;;x
3901;3;123;165;;x
3902;45;126;38;;x
3903;87;129;166;;x
3904;129;132;39;;x
3905;171;135;167;;x
3906;3;138;40;;x
3907;45;141;168;;x
3908;87;144;41;;x
3909;129;147;169;;x
3910;171;150;42;;x
3911;3;153;170;;x
3912;45;156;43;;x
3913;87;159;171;;x
3914;129;162;44;;x
3915;171;165;172;;x
3916;3;168;45;;x
3917;45;171;173;;x
3918;87;174;46;;x
3919;129;177;174;;x
3920;171;180;47;;x
3921;3;183;175;;x
3922;45;186;48;;x
3923;87;189;176;;x
3924;129;192;49;;x
3925;171;195;177;;x
3926;3;198;50;;x
3927;45;201;178;;x
3928;87;204;51;;x
3929;129;207;179;;x
3930;171;210;52;;x
3931;3;0;180;;x
3932;45;3;53;;x
3933;87;6;181;;x
3934;129;9;54;;x
3935;171;12;182;;x
3936;3;15;55;;x
3937;45;18;183;;x
3938;87;21;56;;x
3939;129;24;184;;x
3940;171;27;57;;x
3941;3;30;185;;x
3942;45;33;58;;x
3943;87;36;186;;x
3944;129;39;59;;x
3945;171;42;187;;x
3946;3;45;60;;x
3947;45;48;188;;x
3948;87;51;61;;x
3949;129;54;189;;x
3950;171;57;62;;x
3951;3;60;190;;x
3952;45;63;63;;x
3953;87;66;191;;x
3954;129;69;64;;x
3955;171;72;192;;x
3956;3;75;65;;x
3957;45;78;193;;x
3958;87;81;66;;x
3959;129;84;194;;x
3960;171;87;67;;x
3961;3;90;195;;x
3962;45;93;68;;x
3963;87;96;196;;x
3964;129;99;69;;x
3965;171;102;197;;x
3966;3;105;70;;x
3967;45;108;198;;x
3968;87;111;71;;x
3969;129;114;199;;x
3970;171;117;72;;x
3971;3;120;200;;x
3972;45;123;73;;x
3973;87;126;201;;x
3974;129;129;74;;x
3975;171;132;202;;x
3976;3;135;75;;x
3977;45;138;203;;x
3978;87;141;76;;x
3979;129;144;204;;x
3980;171;147;77;;x
3981;3;150;205;;x
3982;45;153;78;;x
3983;87;156;206;;x
3984;129;159;79;;x
3985;171;162;207;;x
3986;3;165;80;;x
3987;45;168;208;;x
3988;87;171;81;;x
3989;129;174;209;;x
3990;171;177;82;;x
3991;3;180;210;;x
3992;45;183;83;;x
3993;87;186;211;;x
3994;129;189;84;;x
3995;171;192;212;;x
3996;3;195;85;;x
3997;45;198;213;;x
3998;87;201;86;;x
3999;129;204;214;;x
4000;171;207;87;;x
4001;3;210;215;;x
4002;45;0;88;;x
4003;87;3;216;;x
4004;129;6;89;;x
4005;171;9;217;;x
4006;3;12;90;;x
4007;45;15;218;;x
4008;87;18;91;;x
4009;129;21;219;;x
4010;171;24;92;;x
4011;3;27;220;;x
4012;45;30;93;;x
4013;87;33;221;;x
4014;129;36;94;;x
4015;171;39;222;;x
4016;3;42;95;;x
4017;45;45;223;;x
4018;87;48;96;;x
4019;129;51;224;;x
4020;171;54;97;;x
4021;3;57;225;;x
4022;45;60;98;;x
4023;87;63;226;;x
4024;129;66;99;;x
4025;171;69;227;;x
4026;4;72;0;;x
4027;46;75;128;;x
4028;88;78;1;;x
4029;130;81;129;;x
4030;172;84;2;;x
4031;4;87;130;;x
4032;46;90;3;;x
4033;88;93;131;;x
4034;130;96;4;;x
4035;172;99;132;;x
4036;4;102;5;;x
4037;46;105;133;;x
4038;88;108;6;;x
4039;130;111;134;;x
4040;172;114;7;;x
4041;4;117;135;;x
4042;46;120;8;;x
4043;88;123;136;;x
4044;130;126;9;;x
4045;172;129;137;;x
4046;4;132;10;;x
4047;46;135;138;;x
4048;88;138;11;;x
4049;130;141;139;;x
4050;172;144;12;;x
4051;4;147;140;;x
4052;46;150;13;;x
4053;88;153;141;;x
4054;130;156;14;;x
4055;172;159;142;;x
4056;4;162;15;;x
4057;46;165;143;;x
4058;88;168;16;;x
4059;130;171;144;;x
4060;172;174;17;;x
4061;4;177;145;;x
4062;46;180;18;;x
4063;88;183;146;;x
4064;130;186;19;;x
4065;172;189;147;;x
4066;4;192;20;;x
4067;46;195;148;;x
4068;88;198;21;;x
4069;130;201;149;;x
4070;172;204;22;;x
4071;4;207;150;;x
4072;46;210;23;;x
4073;88;0;151;;x
4074;130;3;24;;x
4075;172;6;152;;x
4076;4;9;25;;x
4077;46;12;153;;x
4078;88;15;26;;x
4079;130;18;154;;x
4080;172;21;27;;x
4081;4;24;155;;x
4082;46;27;28;;x
4083;88;30;156;;x
4084;130;33;29;;x
4085;172;36;157;;x
4086;4;39;30;;x
4087;46;42;158;;x
4088;88;45;31;;x
4089;130;48;159;;x
4090;172;51;32;;x
4091;4;54;160;;x
4092;46;57;33;;x
4093;88;60;161;;x
4094;130;63;34;;x
4095;172;66;162;;x
4096;4;69;35;;x
4097;46;72;163;;x
4098;88;75;36;;x
4099;130;78;164;;x
4100;172;81;37;;x
4101;4;84;165;;x
4102;46;87;38;;x
4103;88;90;166;;x
4104;130;93;39;;x
4105;172;96;167;;x
4106;4;99;40;;x
4107;46;102;168;;x
4108;88;105;41;;x
4109;130;108;169;;x
4110;172;111;42;;x
4111;4;114;170;;x
4112;46;117;43;;x
4113;88;120;171;;x
4114;130;123;44;;x
4115;172;126;172;;x
4116;4;129;45;;x
4117;46;132;173;;x
4118;88;135;46;;x
4119;130;138;174;;x
4120;172;141;47;;x
4121;4;144;175;;x
4122;46;147;48;;x
4123;88;150;176;;x
4124;130;153;49;;x
4125;172;156;177;;x
4126;4;159;50;;x
4127;46;162;178;;x
4128;88;165;51;;x
4129;130;168;179;;x
4130;172;171;52;;x
4131;4;174;180;;x
4132;46;177;53;;x
4133;88;180;181;;x
4134;130;183;54;;x
4135;172;186;182;;x
4136;4;189;55;;x
4137;46;192;183;;x
4138;88;195;56;;x
4139;130;198;184;;x
4140;172;201;57;;x
4141;4;204;185;;x
4142;46;207;58;;x
4143;88;210;186;;x
4144;130;0;59;;x
4145;172;3;187;;x
4146;4;6;60;;x
4147;46;9;188;;x
4148;88;12;61;;x
4149;130;15;189;;x
4150;172;18;62;;x
4151;4;21;190;;x
4152;46;24;63;;x
4153;88;27;191;;x
4154;130;30;64;;x
4155;172;33;192;;x
4156;4;36;65;;x
4157;46;39;193;;x
4158;88;42;66;;x
4159;130;45;194;;x
4160;172;48;67;;x
4161;4;51;195;;x
4162;46;54;68;;x
4163;88;57;196;;x
4164;130;60;69;;x
4165;172;63;197;;x
4166;4;66;70;;x
4167;46;69;198;;x
4168;88;72;71;;x
4169;130;75;199;;x
4170;172;78;72;;x
4171;4;81;200;;x
4172;46;84;73;;x
4173;88;87;201;;x
4174;130;90;74;;x
4175;172;93;202;;x
4176;4;96;75;;x
4177;46;99;203;;x
4178;88;102;76;;x
4179;130;105;204;;x
4180;172;108;77;;x
4181;4;111;205;;x
4182;46;114;78;;x
4183;88;117;206;;x
4184;130;120;79;;x
4185;172;123;207;;x
4186;4;126;80;;x
4187;46;129;208;;x
4188;88;132;81;;x
4189;130;135;209;;x
4190;172;138;82;;x
4191;4;141;210;;x
4192;46;144;83;;x
4193;88;147;211;;x
4194;130;150;84;;x
4195;172;153;212;;x
4196;4;156;85;;x
4197;46;159;213;;x
4198;88;162;86;;x
4199;130;165;214;;x
4200;172;168;87;;x
4201;4;171;215;;x
4202;46;174;88;;x
4203;88;177;216;;x
4204;130;180;89;;x
4205;172;183;217;;x
4206;4;186;90;;x
4207;46;189;218;;x
4208;88;192;91;;x
4209;130;195;219;;x
4210;172;198;92;;x
4211;4;201;220;;x
4212;46;204;93;;x
4213;88;207;221;;x
4214;130;210;94;;x
4215;172;0;222;;x
4216;4;3;95;;x
4217;46;6;223;;x
4218;88;9;96;;x
4219;130;12;224;;x
4220;172;15;97;;x
4221;4;18;225;;x
4222;46;21;98;;x
4223;88;24;226;;x
4224;130;27;99;;x
4225;172;30;227;;x
4226;4;33;0;;x
4227;46;36;128;;x
4228;88;39;1;;x
4229;130;42;129;;x
4230;172;45;2;;x
4231;4;48;130;;x
4232;46;51;3;;x
4233;88;54;131;;x
4234;130;57;4;;x
4235;172;60;132;;x
4236;4;63;5;;x
4237;46;66;133;;x
4238;88;69;6;;x
4239;130;72;134;;x
4240;172;75;7;;x
4241;4;78;135;;x
4242;46;81;8;;x
4243;88;84;136;;x
4244;130;87;9;;x
4245;172;90;137;;x
4246;4;93;10;;x
4247;46;96;138;;x
4248;88;99;11;;x
4249;130;102;139;;x
4250;172;105;12;;x
4251;4;108;140;;x
4252;46;111;13;;x
4253;88;114;141;;x
4254;130;117;14;;x
4255;172;120;142;;x
4256;4;123;15;;x
4257;46;126;143;;x
4258;88;129;16;;x
4259;130;132;144;;x
4260;172;135;17;;x
4261;4;138;145;;x
4262;46;141;18;;x
4263;88;144;146;;x
4264;130;147;19;;x
4265;172;150;147;;x
4266;4;153;20;;x
4267;46;156;148;;x
4268;88;159;21;;x
4269;130;162;149;;x
4270;172;165;22;;x
4271;4;168;150;;x
4272;46;171;23;;x
4273;88;174;151;;x
4274;130;177;24;;x
4275;172;180;152;;x
4276;4;183;25;;x
4277;46;186;153;;x
4278;88;189;26;;x
4279;130;192;154;;x
4280;172;195;27;;x
4281;4;198;155;;x
4282;46;201;28;;x
4283;88;204;156;;x
4284;130;207;29;;x
4285;172;210;157;;x
4286;4;0;30;;x
4287;46;3;158;;x
4288;88;6;31;;x
4289;130;9;159;;x
4290;172;12;32;;x
4291;4;15;160;;x
4292;46;18;33;;x
4293;88;21;161;;x
4294;130;24;34;;x
4295;172;27;162;;x
4296;4;30;35;;x
4297;46;33;163;;x
4298;88;36;36;;x
4299;130;39;164;;x
4300;172;42;37;;x
4301;4;45;165;;x
4302;46;48;38;;x
4303;88;51;166;;x
4304;130;54;39;;x
4305;172;57;167;;x
4306;4;60;40;;x
4307;46;63;168;;x
4308;88;66;41;;x
4309;130;69;169;;x
4310;172;72;42;;x
4311;4;75;170;;x
4312;46;78;43;;x
4313;88;81;171;;x
4314;130;84;44;;x
4315;172;87;172;;x
4316;4;90;45;;x
4317;46;93;173;;x
4318;88;96;46;;x
4319;130;99;174;;x
4320;172;102;47;;x
4321;4;105;175;;x
4322;46;108;48;;x
4323;88;111;176;;x
4324;130;114;49;;x
4325;172;117;177;;x
4326;4;120;50;;x
4327;46;123;178;;x
4328;88;126;51;;x
4329;130;129;179;;x
4330;172;132;52;;x
4331;4;135;180;;x
4332;46;138;53;;x
4333;88;141;181;;x
4334;130;144;54;;x
4335;172;147;182;;x
4336;4;150;55;;x
4337;46;153;183;;x
4338;88;156;56;;x
4339;130;159;184;;x
4340;172;162;57;;x
4341;4;165;185;;x
4342;46;168;58;;x
4343;88;171;186;;x
4344;130;174;59;;x
4345;172;177;187;;x
4346;4;180;60;;x
4347;46;183;188;;x
4348;88;186;61;;x
4349;130;189;189;;x
4350;172;192;62;;x
4351;4;195;190;;x
4352;46;198;63;;x
4353;88;201;191;;x
4354;130;204;64;;x
4355;172;207;192;;x
4356;4;210;65;;x
4357;46;0;193;;x
4358;88;3;66;;x
4359;130;6;194;;x
4360;172;9;67;;x
4361;4;12;195;;x
4362;46;15;68;;x
4363;88;18;196;;x
4364;130;21;69;;x
4365;172;24;197;;x
4366;4;27;70;;x
4367;46;30;198;;x
4368;88;33;71;;x
4369;130;36;199;;x
4370;172;39;72;;x
4371;4;42;200;;x
4372;46;45;73;;x
4373;88;48;201;;x
4374;130;51;74;;x
4375;172;54;202;;x
4376;4;57;75;;x
4377;46;60;203;;x
4378;88;63;76;;x
4379;130;66;204;;x
4380;172;69;77;;x
4381;4;72;205;;x
4382;46;75;78;;x
4383;88;78;206;;x
4384;130;81;79;;x
4385;172;84;207;;x
4386;4;87;80;;x
4387;46;90;208;;x
4388;88;93;81;;x
4389;130;96;209;;x
4390;172;99;82;;x
4391;4;102;210;;x
4392;46;105;83;;x
4393;88;108;211;;x
4394;130;111;84;;x
4395;172;114;212;;x
4396;4;117;85;;x
4397;46;120;213;;x
4398;88;123;86;;x
4399;130;126;214;;x
4400;172;129;87;;x
4401;4;132;215;;x
4402;46;135;88;;x
4403;88;138;216;;x
4404;130;141;89;;x
4405;172;144;217;;x
4406;4;147;90;;x
4407;46;150;218;;x
4408;88;153;91;;x
4409;130;156;219;;x
4410;172;159;92;;x
4411;4;162;220;;x
4412;46;165;93;;x
4413;88;168;221;;x
4414;130;171;94;;x
4415;172;174;222;;x
4416;4;177;95;;x
4417;46;180;223;;x
4418;88;183;96;;x
4419;130;186;224;;x
4420;172;189;97;;x
4421;4;192;225;;x
4422;46;195;98;;x
4423;88;198;226;;x
4424;130;201;99;;x
4425;172;204;227;;x
4426;4;207;0;;x
4427;46;210;128;;x
4428;88;0;1;;x
4429;130;3;129;;x
4430;172;6;2;;x
4431;4;9;130;;x
4432;46;12;3;;x
4433;88;15;131;;x
4434;130;18;4;;x
4435;172;21;132;;x
4436;4;24;5;;x
4437;46;27;133;;x
4438;88;30;6;;x
4439;130;33;134;;x
4440;172;36;7;;x
4441;4;39;135;;x
4442;46;42;8;;x
4443;88;45;136;;x
4444;130;48;9;;x
4445;172;51;137;;x
4446;4;54;10;;x
4447;46;57;138;;x
4448;88;60;11;;x
4449;130;63;139;;x
4450;172;66;12;;x
4451;4;69;140;;x
4452;46;72;13;;x
4453;88;75;141;;x
4454;130;78;14;;x
4455;172;81;142;;x
