province;red;green;blue;x;x
2733;2;102;95;Papua Gulf;x
2734;44;105;223;West Winipakw Bay;x
2735;86;108;96;Nunavut Basin;x
2736;128;111;224;Qikiqtaaluk Gulf;x
2737;170;114;97;Lake Michikamau;x
2738;2;117;225;Lake Mistassini;x
2739;44;120;98;Lake Apisikamis;x
2740;86;123;226;Lake Petonbowk;x
2741;128;126;99;Lake Nipissing;x
2742;170;129;227;Lake Ouentironk;x
2743;2;132;0;Lake Animbiigoong;x
2744;44;135;128;Lake Minitie;x
2745;86;138;1;Kitikmeot Channel;x
2746;128;141;129;Kugluktuk Strait;x
2747;170;144;2;Inuvik Gulf;x
2748;2;147;130;Tuktuyaaqtuuq Sea;x
2749;44;150;3;Utqiagvik Sea;x
2750;86;153;131;Chukchi Sea;x
2751;128;156;4;East Siberian Sea;x
2752;170;159;132;Lake Sahtu;x
2753;2;162;5;Lake Tindee;x
2754;44;165;133;Lake Dubawnt;x
2755;86;168;6;Lake Athabasca;x
2756;128;171;134;Lake Kapaweno;x
2757;170;174;7;Lake Kinosew;x
2758;2;177;135;Lake Winipekw;x
2759;44;180;8;Lake Gichigami;x
2760;86;183;136;Lake Mishigami;x
2761;128;186;9;Lake Karegnondi;x
2762;170;189;137;Lake Otsiketa;x
2763;2;192;10;Lake Erige;x
2764;44;195;138;Lake Ontario;x
2765;86;198;11;Finger Lakes;x
2766;128;201;139;Lake Timpanog;x
2767;170;204;12;Nechako Lakes;x
2768;2;207;140;Lake Daaw;x
2769;44;210;13;Lake Chapala;x
2770;86;0;141;Lake Texcoco;x
2771;128;3;14;Lake Uberaba;x
2772;170;6;142;Lake Poopo;x
2773;2;9;15;Lake Titiqaqa;x
2774;44;12;143;Lake Rogagua;x
2775;86;15;16;Nhuwala Sea;x
2776;128;18;144;Boorloo Sea;x
2777;170;21;17;Lutriwita Strait;x
2778;2;24;145;Toogee Coast;x
2779;44;27;18;Palawa Coast;x
2780;86;30;146;Tasman Sea;x
2781;128;33;19;Wudjari Coast;x
2782;170;36;147;Wirangu Bight;x
2783;2;39;20;Narangga Gulf;x
2784;44;42;148;Maungahuka Sea;x
2785;86;45;21;Wharekauri Sea;x
2786;128;48;149;Moruya Coast;x
2787;170;51;22;Quandamooka Coast;x
2788;2;54;150;Great Barrier Reef;x
2789;44;57;23;Coral Sea;x
2790;86;60;151;Rangitahua Sea;x
2791;128;63;24;Aoraki Coast;x
2792;170;66;152;Waitaki Coast;x
2793;2;69;25;Raukawa Strait;x
2794;44;72;153;Heretaunga Coast;x
2795;86;75;26;Tai o Rehua;x
2796;128;78;154;Te Moana a Toi;x
2797;170;81;27;Zealandia Basin;x
2798;2;84;155;Lapita Sea;x
2799;44;87;28;Tonga Sea;x
2800;86;90;156;Viti Sea;x
2801;128;93;29;Isatabu Sea;x
2802;170;96;157;Kuril Sea;x
2803;2;99;30;Kavieng Sea;x
2804;44;102;158;Sepik Coast;x
2805;86;105;31;Madang Sea;x
2806;128;108;159;Palau Sea;x
2807;170;111;32;Melenesia Sea;x
2808;2;114;160;East Philippine Sea;x
2809;44;117;33;Yap Sea;x
2810;86;120;161;Woleai Sea;x
2811;128;123;34;Chuuk Sea;x
2812;170;126;162;Chamori Sea;x
2813;2;129;35;Pohnpei Sea;x
2814;44;132;163;Nauru Sea;x
2815;86;135;36;Temotu Sea;x
2816;128;138;164;Samoa Sea;x
2817;170;141;37;Tuvalu Sea;x
2818;2;144;165;Tungaru Sea;x
2819;44;147;38;Tokelau Sea;x
2820;86;150;166;Rawaki Sea;x
2821;128;153;39;Kalama Sea;x
2822;170;156;167;Ratak Sea;x
2823;2;159;40;Railik Sea;x
2824;44;162;168;Enenkio Sea;x
2825;86;165;41;Micronesia Sea;x
2826;128;168;169;Kauihelani Sea;x
2827;170;171;42;Ioretto Basin;x
2828;2;174;170;Shatsky Rise;x
2829;44;177;43;Emperor Seamounts;x
2830;86;180;171;Kuril Basin;x
2831;128;183;44;Hess Rise;x
2832;170;186;172;Bering Sea;x
2833;2;189;45;Aleutian Basin;x
2834;44;192;173;Alyutor Sea;x
2835;86;195;46;Aleutian Sea;x
2836;128;198;174;Qikrtaq Sea;x
2837;170;201;47;Alyeska Gulf;x
2838;2;204;175;Tlingit Coast;x
2839;44;207;48;Haida Coast;x
2840;86;210;176;Salish Coast;x
2841;128;0;49;Passage Sea;x
2842;170;3;177;Hess Basin;x
2843;2;6;50;Kawesqar Coast;x
2844;44;9;178;Chono Bay;x
2845;86;12;51;Mapuche Coast;x
2846;128;15;179;Atacama Coast;x
2847;170;18;52;Aymara Bight;x
2848;2;21;180;Quechuan Coast;x
2849;44;24;53;Chimor Coast;x
2850;86;27;181;Quitu Cara Coast;x
2851;128;30;54;Quimbaya Gulf;x
2852;170;33;182;Ngabe Bay;x
2853;2;36;55;Niquiran Coast;x
2854;44;39;183;Cuzcatlan Coast;x
2855;86;42;56;Moluwapi Sea;x
2856;128;45;184;Nazca Sea;x
2857;170;48;57;Yawatisuyu Sea;x
2858;2;51;185;Mamaqucha Sea;x
2859;44;54;58;Izapa Coast;x
2860;86;57;186;Tlapan Coast;x
2861;128;60;59;Tzintzuntzani Coast;x
2862;170;63;187;Colotlan Strait;x
2863;2;66;60;Colhuacan Coast;x
2864;44;69;188;Opata Gulf;x
2865;86;72;61;Socorro Sea;x
2866;128;75;189;Guaycura Coast;x
2867;170;78;62;Cochimi Coast;x
2868;2;81;190;Tongva Coast;x
2869;44;84;63;Ohlone Coast;x
2870;86;87;191;Klamath Coast;x
2871;128;90;64;Chinook Coast;x
2872;170;93;192;Hawaii Sea;x
2873;2;96;65;Hawaii Basin;x
2874;44;99;193;Tufts Basin;x
2875;86;102;66;Mendocino Sea;x
2876;128;105;194;Murray Sea;x
2877;170;108;67;California Sea;x
2878;2;111;195;Molokai Sea;x
2879;44;114;68;Tabuaera Sea;x
2880;86;117;196;Manihiki Sea;x
2881;128;120;69;Rarotonga Sea;x
2882;170;123;197;Nuku Hiva Sea;x
2883;2;126;70;Tahiti Sea;x
2884;44;129;198;Tau Tama Sea;x
2885;86;132;71;Rapa Nui Sea;x
2886;128;135;199;Clarion Sea;x
2887;170;138;72;Tangaroa Sea;x
2888;2;141;200;Tlaloc Sea;x
2889;44;144;73;Clipperton Sea;x
2890;86;147;201;Polynesian Sea;x
2891;128;150;74;Hiva Sea;x
2892;170;153;202;Humboldt Sea;x
2893;2;156;75;Challenge Sea;x
2894;44;159;203;Eltanin Sea;x
2895;44;126;28;;x
2896;86;129;156;;x
2897;128;132;29;;x
2898;170;135;157;;x
2899;2;138;30;;x
2900;44;141;158;;x
2901;86;144;31;;x
2902;128;147;159;;x
2903;170;150;32;;x
2904;2;153;160;;x
2905;44;156;33;;x
2906;86;159;161;;x
2907;128;162;34;;x
2908;170;165;162;;x
2909;2;168;35;;x
2910;44;171;163;;x
2911;86;174;36;;x
2912;128;177;164;;x
2913;170;180;37;;x
2914;2;183;165;;x
2915;44;186;38;;x
2916;86;189;166;;x
2917;128;192;39;;x
2918;170;195;167;;x
2919;2;198;40;;x
2920;44;201;168;;x
2921;86;204;41;;x
2922;128;207;169;;x
2923;170;210;42;;x
2924;2;0;170;;x
2925;44;3;43;;x
2926;86;6;171;;x
2927;128;9;44;;x
2928;170;12;172;;x
2929;2;15;45;;x
2930;44;18;173;;x
2931;86;21;46;;x
2932;128;24;174;;x
2933;170;27;47;;x
2934;2;30;175;;x
2935;44;33;48;;x
2936;86;36;176;;x
2937;128;39;49;;x
2938;170;42;177;;x
2939;2;45;50;;x
2940;44;48;178;;x
2941;86;51;51;;x
2942;128;54;179;;x
2943;170;57;52;;x
2944;2;60;180;;x
2945;44;63;53;;x
2946;86;66;181;;x
2947;128;69;54;;x
2948;170;72;182;;x
2949;2;75;55;;x
2950;44;78;183;;x
2951;86;81;56;;x
2952;128;84;184;;x
2953;170;87;57;;x
2954;2;90;185;;x
2955;44;93;58;;x
2956;86;96;186;;x
2957;128;99;59;;x
2958;170;102;187;;x
2959;2;105;60;;x
2960;44;108;188;;x
2961;86;111;61;;x
2962;128;114;189;;x
2963;170;117;62;;x
2964;2;120;190;;x
2965;44;123;63;;x
2966;86;126;191;;x
2967;128;129;64;;x
2968;170;132;192;;x
2969;2;135;65;;x
2970;44;138;193;;x
2971;86;141;66;;x
2972;128;144;194;;x
2973;170;147;67;;x
2974;2;150;195;;x
2975;44;153;68;;x
2976;86;156;196;;x
2977;128;159;69;;x
2978;170;162;197;;x
2979;2;165;70;;x
2980;44;168;198;;x
2981;86;171;71;;x
2982;128;174;199;;x
2983;170;177;72;;x
2984;2;180;200;;x
2985;44;183;73;;x
2986;86;186;201;;x
2987;128;189;74;;x
2988;170;192;202;;x
2989;2;195;75;;x
2990;44;198;203;;x
2991;86;201;76;;x
2992;128;204;204;;x
2993;170;207;77;;x
2994;2;210;205;;x
2995;44;0;78;;x
2996;86;3;206;;x
2997;128;6;79;;x
2998;170;9;207;;x
2999;2;12;80;;x
3000;44;15;208;;x
3001;86;18;81;;x
3002;128;21;209;;x
3003;170;24;82;;x
3004;2;27;210;;x
3005;44;30;83;;x
3006;86;33;211;;x
3007;128;36;84;;x
3008;170;39;212;;x
3009;2;42;85;;x
3010;44;45;213;;x
3011;86;48;86;;x
3012;128;51;214;;x
3013;170;54;87;;x
3014;2;57;215;;x
3015;44;60;88;;x
3016;86;63;216;;x
3017;128;66;89;;x
3018;170;69;217;;x
3019;2;72;90;;x
3020;44;75;218;;x
3021;86;78;91;;x
3022;128;81;219;;x
3023;170;84;92;;x
3024;2;87;220;;x
3025;44;90;93;;x
3026;86;93;221;;x
3027;128;96;94;;x
3028;170;99;222;;x
3029;2;102;95;;x
3030;44;105;223;;x
3031;86;108;96;;x
3032;128;111;224;;x
3033;170;114;97;;x
3034;2;117;225;;x
3035;44;120;98;;x
3036;86;123;226;;x
3037;128;126;99;;x
3038;170;129;227;;x
3039;2;132;0;;x
3040;44;135;128;;x
3041;86;138;1;;x
3042;128;141;129;;x
3043;170;144;2;;x
3044;2;147;130;;x
3045;44;150;3;;x
3046;86;153;131;;x
3047;128;156;4;;x
3048;170;159;132;;x
3049;2;162;5;;x
3050;44;165;133;;x
3051;86;168;6;;x
3052;128;171;134;;x
3053;170;174;7;;x
3054;2;177;135;;x
3055;44;180;8;;x
3056;86;183;136;;x
3057;128;186;9;;x
3058;170;189;137;;x
3059;2;192;10;;x
3060;44;195;138;;x
3061;86;198;11;;x
3062;128;201;139;;x
3063;170;204;12;;x
3064;2;207;140;;x
3065;44;210;13;;x
3066;86;0;141;;x
3067;128;3;14;;x
3068;170;6;142;;x
3069;2;9;15;;x
3070;44;12;143;;x
3071;86;15;16;;x
3072;128;18;144;;x
3073;170;21;17;;x
3074;2;24;145;;x
3075;44;27;18;;x
3076;86;30;146;;x
3077;128;33;19;;x
3078;170;36;147;;x
3079;2;39;20;;x
3080;44;42;148;;x
3081;86;45;21;;x
3082;128;48;149;;x
3083;170;51;22;;x
3084;2;54;150;;x
3085;44;57;23;;x
3086;86;60;151;;x
3087;128;63;24;;x
3088;170;66;152;;x
3089;2;69;25;;x
3090;44;72;153;;x
3091;86;75;26;;x
3092;128;78;154;;x
3093;170;81;27;;x
3094;2;84;155;;x
3095;44;87;28;;x
3096;86;90;156;;x
3097;128;93;29;;x
3098;170;96;157;;x
3099;2;99;30;;x
3100;44;102;158;;x
3101;86;105;31;;x
3102;128;108;159;;x
3103;170;111;32;;x
3104;2;114;160;;x
3105;44;117;33;;x
3106;86;120;161;;x
3107;128;123;34;;x
3108;170;126;162;;x
3109;2;129;35;;x
3110;44;132;163;;x
3111;86;135;36;;x
3112;128;138;164;;x
3113;170;141;37;;x
3114;2;144;165;;x
3115;44;147;38;;x
3116;86;150;166;;x
3117;128;153;39;;x
3118;170;156;167;;x
3119;2;159;40;;x
3120;44;162;168;;x
3121;86;165;41;;x
3122;128;168;169;;x
3123;170;171;42;;x
3124;2;174;170;;x
3125;44;177;43;;x
3126;86;180;171;;x
3127;128;183;44;;x
3128;170;186;172;;x
3129;2;189;45;;x
3130;44;192;173;;x
3131;86;195;46;;x
3132;128;198;174;;x
3133;170;201;47;;x
3134;2;204;175;;x
3135;44;207;48;;x
3136;86;210;176;;x
3137;128;0;49;;x
3138;170;3;177;;x
3139;2;6;50;;x
3140;44;9;178;;x
3141;86;12;51;;x
3142;128;15;179;;x
3143;170;18;52;;x
3144;2;21;180;;x
3145;44;24;53;;x
3146;86;27;181;;x
3147;128;30;54;;x
3148;170;33;182;;x
3149;2;36;55;;x
3150;44;39;183;;x
3151;86;42;56;;x
3152;128;45;184;;x
3153;170;48;57;;x
3154;2;51;185;;x
3155;44;54;58;;x
3156;86;57;186;;x
3157;128;60;59;;x
3158;170;63;187;;x
3159;2;66;60;;x
3160;44;69;188;;x
3161;86;72;61;;x
3162;128;75;189;;x
3163;170;78;62;;x
3164;2;81;190;;x
3165;44;84;63;;x
3166;86;87;191;;x
3167;128;90;64;;x
3168;170;93;192;;x
3169;2;96;65;;x
3170;44;99;193;;x
3171;86;102;66;;x
3172;128;105;194;;x
3173;170;108;67;;x
3174;2;111;195;;x
3175;44;114;68;;x
3176;86;117;196;;x
3177;128;120;69;;x
3178;170;123;197;;x
3179;2;126;70;;x
3180;44;129;198;;x
3181;86;132;71;;x
3182;128;135;199;;x
3183;170;138;72;;x
3184;2;141;200;;x
3185;44;144;73;;x
3186;86;147;201;;x
3187;128;150;74;;x
3188;170;153;202;;x
3189;2;156;75;;x
3190;44;159;203;;x
3191;86;162;76;;x
3192;128;165;204;;x
3193;170;168;77;;x
3194;2;171;205;;x
3195;44;174;78;;x
3196;86;177;206;;x
3197;128;180;79;;x
3198;170;183;207;;x
3199;2;186;80;;x
3200;44;189;208;;x
3201;86;192;81;;x
3202;128;195;209;;x
3203;170;198;82;;x
3204;2;201;210;;x
3205;44;204;83;;x
3206;86;207;211;;x
3207;128;210;84;;x
3208;170;0;212;;x
3209;2;3;85;;x
3210;44;6;213;;x
3211;86;9;86;;x
3212;128;12;214;;x
3213;170;15;87;;x
3214;2;18;215;;x
3215;44;21;88;;x
3216;86;24;216;;x
3217;128;27;89;;x
3218;170;30;217;;x
3219;2;33;90;;x
3220;44;36;218;;x
3221;86;39;91;;x
3222;128;42;219;;x
3223;170;45;92;;x
3224;2;48;220;;x
3225;44;51;93;;x
3226;86;54;221;;x
3227;128;57;94;;x
3228;170;60;222;;x
3229;2;63;95;;x
3230;44;66;223;;x
3231;86;69;96;;x
3232;128;72;224;;x
3233;170;75;97;;x
3234;2;78;225;;x
3235;44;81;98;;x
3236;86;84;226;;x
3237;128;87;99;;x
3238;170;90;227;;x
3239;2;93;0;;x
3240;44;96;128;;x
3241;86;99;1;;x
3242;128;102;129;;x
3243;170;105;2;;x
3244;2;108;130;;x
3245;44;111;3;;x
3246;86;114;131;;x
3247;128;117;4;;x
3248;170;120;132;;x
3249;2;123;5;;x
3250;44;126;133;;x
3251;86;129;6;;x
3252;128;132;134;;x
3253;170;135;7;;x
3254;2;138;135;;x
3255;44;141;8;;x
3256;86;144;136;;x
3257;128;147;9;;x
3258;170;150;137;;x
3259;2;153;10;;x
3260;44;156;138;;x
3261;86;159;11;;x
3262;128;162;139;;x
3263;170;165;12;;x
3264;2;168;140;;x
3265;44;171;13;;x
3266;86;174;141;;x
3267;128;177;14;;x
3268;170;180;142;;x
3269;2;183;15;;x
3270;44;186;143;;x
3271;86;189;16;;x
3272;128;192;144;;x
3273;170;195;17;;x
3274;2;198;145;;x
3275;44;201;18;;x
3276;86;204;146;;x
3277;128;207;19;;x
3278;170;210;147;;x
3279;2;0;20;;x
3280;44;3;148;;x
3281;86;6;21;;x
3282;128;9;149;;x
3283;170;12;22;;x
3284;2;15;150;;x
3285;44;18;23;;x
3286;86;21;151;;x
3287;128;24;24;;x
3288;170;27;152;;x
3289;2;30;25;;x
3290;44;33;153;;x
3291;86;36;26;;x
3292;128;39;154;;x
3293;170;42;27;;x
3294;2;45;155;;x
3295;44;48;28;;x
3296;86;51;156;;x
3297;128;54;29;;x
3298;170;57;157;;x
3299;2;60;30;;x
3300;44;63;158;;x
3301;86;66;31;;x
3302;128;69;159;;x
3303;170;72;32;;x
3304;2;75;160;;x
3305;44;78;33;;x
3306;86;81;161;;x
3307;128;84;34;;x
3308;170;87;162;;x
3309;2;90;35;;x
3310;44;93;163;;x
3311;86;96;36;;x
3312;128;99;164;;x
3313;170;102;37;;x
3314;2;105;165;;x
3315;44;108;38;;x
3316;86;111;166;;x
3317;128;114;39;;x
3318;170;117;167;;x
3319;2;120;40;;x
3320;44;123;168;;x
3321;86;126;41;;x
3322;128;129;169;;x
3323;170;132;42;;x
3324;2;135;170;;x
3325;44;138;43;;x
3326;86;141;171;;x
3327;128;144;44;;x
3328;170;147;172;;x
3329;2;150;45;;x
3330;44;153;173;;x
3331;86;156;46;;x
3332;128;159;174;;x
3333;170;162;47;;x
3334;2;165;175;;x
3335;44;168;48;;x
3336;86;171;176;;x
3337;128;174;49;;x
3338;170;177;177;;x
3339;2;180;50;;x
3340;44;183;178;;x
3341;86;186;51;;x
3342;128;189;179;;x
3343;170;192;52;;x
3344;2;195;180;;x
3345;44;198;53;;x
3346;86;201;181;;x
3347;128;204;54;;x
3348;170;207;182;;x
3349;2;210;55;;x
3350;44;0;183;;x
3351;86;3;56;;x
3352;128;6;184;;x
3353;170;9;57;;x
3354;2;12;185;;x
3355;44;15;58;;x
3356;86;18;186;;x
3357;128;21;59;;x
3358;170;24;187;;x
3359;2;27;60;;x
3360;44;30;188;;x
3361;86;33;61;;x
3362;128;36;189;;x
3363;170;39;62;;x
3364;2;42;190;;x
3365;44;45;63;;x
3366;86;48;191;;x
3367;128;51;64;;x
3368;170;54;192;;x
3369;2;57;65;;x
3370;44;60;193;;x
3371;86;63;66;;x
3372;128;66;194;;x
3373;170;69;67;;x
3374;2;72;195;;x
3375;44;75;68;;x
3376;86;78;196;;x
3377;128;81;69;;x
3378;170;84;197;;x
3379;2;87;70;;x
3380;44;90;198;;x
3381;86;93;71;;x
3382;128;96;199;;x
3383;170;99;72;;x
3384;2;102;200;;x
3385;44;105;73;;x
3386;86;108;201;;x
3387;128;111;74;;x
3388;170;114;202;;x
3389;2;117;75;;x
3390;44;120;203;;x
3391;86;123;76;;x
3392;128;126;204;;x
3393;170;129;77;;x
3394;2;132;205;;x
3395;44;135;78;;x
3396;86;138;206;;x
3397;128;141;79;;x
3398;170;144;207;;x
3399;2;147;80;;x
3400;44;150;208;;x
3401;86;153;81;;x
3402;128;156;209;;x
3403;170;159;82;;x
3404;2;162;210;;x
3405;44;165;83;;x
3406;86;168;211;;x
3407;128;171;84;;x
3408;170;174;212;;x
3409;2;177;85;;x
3410;44;180;213;;x
3411;86;183;86;;x
3412;128;186;214;;x
3413;170;189;87;;x
3414;2;192;215;;x
3415;44;195;88;;x
3416;86;198;216;;x
3417;128;201;89;;x
3418;170;204;217;;x
3419;2;207;90;;x
3420;44;210;218;;x
3421;86;0;91;;x
3422;128;3;219;;x
3423;170;6;92;;x
3424;2;9;220;;x
3425;44;12;93;;x
3426;86;15;221;;x
3427;128;18;94;;x
3428;170;21;222;;x
3429;2;24;95;;x
3430;44;27;223;;x
3431;86;30;96;;x
3432;128;33;224;;x
3433;170;36;97;;x
3434;2;39;225;;x
3435;44;42;98;;x
3436;86;45;226;;x
3437;128;48;99;;x
3438;170;51;227;;x
3439;3;54;0;;x
3440;45;57;128;;x
3441;87;60;1;;x
3442;129;63;129;;x
3443;171;66;2;;x
3444;3;69;130;;x
3445;45;72;3;;x
3446;87;75;131;;x
3447;129;78;4;;x
3448;171;81;132;;x
3449;3;84;5;;x
3450;45;87;133;;x
3451;87;90;6;;x
3452;129;93;134;;x
3453;171;96;7;;x
3454;3;99;135;;x
3455;45;102;8;;x
3456;87;105;136;;x
3457;129;108;9;;x
3458;171;111;137;;x
3459;3;114;10;;x
3460;45;117;138;;x
3461;87;120;11;;x
3462;129;123;139;;x
3463;171;126;12;;x
3464;3;129;140;;x
3465;45;132;13;;x
3466;87;135;141;;x
3467;129;138;14;;x
3468;171;141;142;;x
3469;3;144;15;;x
3470;45;147;143;;x
3471;87;150;16;;x
3472;129;153;144;;x
3473;171;156;17;;x
3474;3;159;145;;x
3475;45;162;18;;x
3476;87;165;146;;x
3477;129;168;19;;x
3478;171;171;147;;x
3479;3;174;20;;x
3480;45;177;148;;x
3481;87;180;21;;x
3482;129;183;149;;x
3483;171;186;22;;x
3484;3;189;150;;x
3485;45;192;23;;x
3486;87;195;151;;x
3487;129;198;24;;x
3488;171;201;152;;x
3489;3;204;25;;x
3490;45;207;153;;x
3491;87;210;26;;x
3492;129;0;154;;x
3493;171;3;27;;x
3494;3;6;155;;x
3495;45;9;28;;x
3496;87;12;156;;x
3497;129;15;29;;x
3498;171;18;157;;x
3499;3;21;30;;x
3500;45;24;158;;x
3501;87;27;31;;x
3502;129;30;159;;x
3503;171;33;32;;x
3504;3;36;160;;x
3505;45;39;33;;x
3506;87;42;161;;x
3507;129;45;34;;x
3508;171;48;162;;x
3509;3;51;35;;x
3510;45;54;163;;x
3511;87;57;36;;x
3512;129;60;164;;x
3513;171;63;37;;x
3514;3;66;165;;x
3515;45;69;38;;x
3516;87;72;166;;x
3517;129;75;39;;x
3518;171;78;167;;x
3519;3;81;40;;x
3520;45;84;168;;x
3521;87;87;41;;x
3522;129;90;169;;x
3523;171;93;42;;x
3524;3;96;170;;x
3525;45;99;43;;x
3526;87;102;171;;x
3527;129;105;44;;x
3528;171;108;172;;x
3529;3;111;45;;x
3530;45;114;173;;x
3531;87;117;46;;x
3532;129;120;174;;x
3533;171;123;47;;x
3534;3;126;175;;x
3535;45;129;48;;x
3536;87;132;176;;x
3537;129;135;49;;x
3538;171;138;177;;x
3539;3;141;50;;x
3540;45;144;178;;x
3541;87;147;51;;x
3542;129;150;179;;x
3543;171;153;52;;x
3544;3;156;180;;x
3545;45;159;53;;x
3546;87;162;181;;x
3547;129;165;54;;x
3548;171;168;182;;x
3549;3;171;55;;x
3550;45;174;183;;x
3551;87;177;56;;x
3552;129;180;184;;x
3553;171;183;57;;x
3554;3;186;185;;x
3555;45;189;58;;x
3556;87;192;186;;x
3557;129;195;59;;x
3558;171;198;187;;x
3559;3;201;60;;x
3560;45;204;188;;x
3561;87;207;61;;x
3562;129;210;189;;x
3563;171;0;62;;x
3564;3;3;190;;x
3565;45;6;63;;x
3566;87;9;191;;x
3567;129;12;64;;x
3568;171;15;192;;x
3569;3;18;65;;x
3570;45;21;193;;x
3571;87;24;66;;x
3572;129;27;194;;x
3573;171;30;67;;x
3574;3;33;195;;x
3575;45;36;68;;x
3576;87;39;196;;x
3577;129;42;69;;x
3578;171;45;197;;x
3579;3;48;70;;x
3580;45;51;198;;x
3581;87;54;71;;x
3582;129;57;199;;x
3583;171;60;72;;x
3584;3;63;200;;x
3585;45;66;73;;x
3586;87;69;201;;x
3587;129;72;74;;x
3588;171;75;202;;x
3589;3;78;75;;x
3590;45;81;203;;x
3591;87;84;76;;x
3592;129;87;204;;x
3593;171;90;77;;x
3594;3;93;205;;x
3595;45;96;78;;x
3596;87;99;206;;x
3597;129;102;79;;x
3598;171;105;207;;x
3599;3;108;80;;x
3600;45;111;208;;x
3601;87;114;81;;x
3602;129;117;209;;x
3603;171;120;82;;x
3604;3;123;210;;x
3605;45;126;83;;x
3606;87;129;211;;x
3607;129;132;84;;x
3608;171;135;212;;x
3609;3;138;85;;x
3610;45;141;213;;x
3611;87;144;86;;x
3612;129;147;214;;x
3613;171;150;87;;x
3614;3;153;215;;x
3615;45;156;88;;x
3616;87;159;216;;x
3617;129;162;89;;x
3618;171;165;217;;x
3619;3;168;90;;x
3620;45;171;218;;x
3621;87;174;91;;x
3622;129;177;219;;x
3623;171;180;92;;x
3624;3;183;220;;x
3625;45;186;93;;x
3626;87;189;221;;x
3627;129;192;94;;x
3628;171;195;222;;x
3629;3;198;95;;x
3630;45;201;223;;x
3631;87;204;96;;x
3632;129;207;224;;x
3633;171;210;97;;x
3634;3;0;225;;x
3635;45;3;98;;x
3636;87;6;226;;x
3637;129;9;99;;x
3638;171;12;227;;x
3639;3;15;0;;x
3640;45;18;128;;x
3641;87;21;1;;x
3642;129;24;129;;x
3643;171;27;2;;x
3644;3;30;130;;x
3645;45;33;3;;x
3646;87;36;131;;x
3647;129;39;4;;x
3648;171;42;132;;x
3649;3;45;5;;x
3650;45;48;133;;x
3651;87;51;6;;x
3652;129;54;134;;x
3653;171;57;7;;x
3654;3;60;135;;x
3655;45;63;8;;x
3656;87;66;136;;x
3657;129;69;9;;x
3658;171;72;137;;x
3659;3;75;10;;x
3660;45;78;138;;x
3661;87;81;11;;x
3662;129;84;139;;x
3663;171;87;12;;x
3664;3;90;140;;x
3665;45;93;13;;x
3666;87;96;141;;x
3667;129;99;14;;x
3668;171;102;142;;x
3669;3;105;15;;x
3670;45;108;143;;x
3671;87;111;16;;x
3672;129;114;144;;x
3673;171;117;17;;x
3674;3;120;145;;x
3675;45;123;18;;x
3676;87;126;146;;x
3677;129;129;19;;x
3678;171;132;147;;x
3679;3;135;20;;x
3680;45;138;148;;x
3681;87;141;21;;x
3682;129;144;149;;x
3683;171;147;22;;x
3684;3;150;150;;x
3685;45;153;23;;x
3686;87;156;151;;x
3687;129;159;24;;x
3688;171;162;152;;x
3689;3;165;25;;x
3690;45;168;153;;x
3691;87;171;26;;x
3692;129;174;154;;x
3693;171;177;27;;x
3694;3;180;155;;x
3695;45;183;28;;x
3696;87;186;156;;x
3697;129;189;29;;x
3698;171;192;157;;x
3699;3;195;30;;x
3700;45;198;158;;x
3701;87;201;31;;x
3702;129;204;159;;x
3703;171;207;32;;x
3704;3;210;160;;x
3705;45;0;33;;x
3706;87;3;161;;x
3707;129;6;34;;x
3708;171;9;162;;x
3709;3;12;35;;x
3710;45;15;163;;x
3711;87;18;36;;x
3712;129;21;164;;x
3713;171;24;37;;x
3714;3;27;165;;x
3715;45;30;38;;x
3716;87;33;166;;x
3717;129;36;39;;x
3718;171;39;167;;x
3719;3;42;40;;x
3720;45;45;168;;x
3721;87;48;41;;x
3722;129;51;169;;x
3723;171;54;42;;x
3724;3;57;170;;x
3725;45;60;43;;x
3726;87;63;171;;x
3727;129;66;44;;x
3728;171;69;172;;x
3729;3;72;45;;x
3730;45;75;173;;x
3731;87;78;46;;x
3732;129;81;174;;x
3733;171;84;47;;x
3734;3;87;175;;x
3735;45;90;48;;x
3736;87;93;176;;x
3737;129;96;49;;x
3738;171;99;177;;x
3739;3;102;50;;x
3740;45;105;178;;x
3741;87;108;51;;x
3742;129;111;179;;x
3743;171;114;52;;x
3744;3;117;180;;x
3745;45;120;53;;x
3746;87;123;181;;x
3747;129;126;54;;x
3748;171;129;182;;x
3749;3;132;55;;x
3750;45;135;183;;x
3751;87;138;56;;x
3752;129;141;184;;x
3753;171;144;57;;x
3754;3;147;185;;x
3755;45;150;58;;x
3756;87;153;186;;x
3757;129;156;59;;x
3758;171;159;187;;x
3759;3;162;60;;x
3760;45;165;188;;x
3761;87;168;61;;x
3762;129;171;189;;x
3763;171;174;62;;x
3764;3;177;190;;x
3765;45;180;63;;x
3766;87;183;191;;x
3767;129;186;64;;x
3768;171;189;192;;x
3769;3;192;65;;x
3770;45;195;193;;x
3771;87;198;66;;x
3772;129;201;194;;x
3773;171;204;67;;x
3774;3;207;195;;x
3775;45;210;68;;x
3776;87;0;196;;x
3777;129;3;69;;x
3778;171;6;197;;x
3779;3;9;70;;x
3780;45;12;198;;x
3781;87;15;71;;x
3782;129;18;199;;x
3783;171;21;72;;x
3784;3;24;200;;x
3785;45;27;73;;x
3786;87;30;201;;x
3787;129;33;74;;x
3788;171;36;202;;x
3789;3;39;75;;x
