province;red;green;blue;x;x;
3259;3;195;30;;x;
3260;45;198;158;;x;
3261;87;201;31;;x;
3262;129;204;159;;x;
3263;171;207;32;;x;
3264;3;210;160;;x;
3265;45;0;33;;x;
3266;87;3;161;;x;
3267;129;6;34;;x;
3268;171;9;162;;x;
3269;3;12;35;;x;
3270;45;15;163;;x;
3271;87;18;36;;x;
3272;129;21;164;;x;
3273;171;24;37;;x;
3274;3;27;165;;x;
3275;45;30;38;;x;
3276;87;33;166;;x;
3277;129;36;39;;x;
3278;171;39;167;;x;
3279;3;42;40;;x;
3280;45;45;168;;x;
3281;87;48;41;;x;
3282;129;51;169;;x;
3283;171;54;42;;x;
3284;3;57;170;;x;
3285;45;60;43;;x;
3286;87;63;171;;x;
3287;129;66;44;;x;
3288;171;69;172;;x;
3289;3;72;45;;x;
3290;45;75;173;;x;
3291;87;78;46;;x;
3292;129;81;174;;x;
3293;171;84;47;;x;
3294;3;87;175;;x;
3295;45;90;48;;x;
3296;87;93;176;;x;
3297;129;96;49;;x;
3298;171;99;177;;x;
3299;3;102;50;;x;
3300;45;105;178;;x;
3301;87;108;51;;x;
3302;129;111;179;;x;
3303;171;114;52;;x;
3304;3;117;180;;x;
3305;45;120;53;;x;
3306;87;123;181;;x;
3307;129;126;54;;x;
3308;171;129;182;;x;
3309;3;132;55;;x;
3310;45;135;183;;x;
3311;87;138;56;;x;
3312;129;141;184;;x;
3313;171;144;57;;x;
3314;3;147;185;;x;
3315;45;150;58;;x;
3316;87;153;186;;x;
3317;129;156;59;;x;
3318;171;159;187;;x;
3319;3;162;60;;x;
3320;45;165;188;;x;
3321;87;168;61;;x;
3322;129;171;189;;x;
3323;171;174;62;;x;
3324;3;177;190;;x;
3325;45;180;63;;x;
3326;87;183;191;;x;
3327;129;186;64;;x;
3328;171;189;192;;x;
3329;3;192;65;;x;
3330;45;195;193;;x;
3331;87;198;66;;x;
3332;129;201;194;;x;
3333;171;204;67;;x;
3334;3;207;195;;x;
3335;45;210;68;;x;
3336;87;0;196;;x;
3337;129;3;69;;x;
3338;171;6;197;;x;
3339;3;9;70;;x;
3340;45;12;198;;x;
3341;87;15;71;;x;
3342;129;18;199;;x;
3343;171;21;72;;x;
3344;3;24;200;;x;
3345;45;27;73;;x;
3346;87;30;201;;x;
3347;129;33;74;;x;
3348;171;36;202;;x;
3349;3;39;75;;x;
3350;45;42;203;;x;
3351;87;45;76;;x;
3352;129;48;204;;x;
3353;171;51;77;;x;
3354;3;54;205;;x;
3355;45;57;78;;x;
3356;87;60;206;;x;
3357;129;63;79;;x;
3358;171;66;207;;x;
3359;3;69;80;;x;
3360;45;72;208;;x;
3361;87;75;81;;x;
3362;129;78;209;;x;
3363;171;81;82;;x;
3364;3;84;210;;x;
3365;45;87;83;;x;
3366;87;90;211;;x;
3367;129;93;84;;x;
3368;171;96;212;;x;
3369;3;99;85;;x;
3370;45;102;213;;x;
3371;87;105;86;;x;
3372;129;108;214;;x;
3373;171;111;87;;x;
3374;3;114;215;;x;
3375;45;117;88;;x;
3376;87;120;216;;x;
3377;129;123;89;;x;
3378;171;126;217;;x;
3379;3;129;90;;x;
3380;45;132;218;;x;
3381;87;135;91;;x;
3382;129;138;219;;x;
3383;171;141;92;;x;
3384;3;144;220;;x;
3385;45;147;93;;x;
3386;87;150;221;;x;
3387;129;153;94;;x;
3388;171;156;222;;x;
3389;3;159;95;;x;
3390;45;162;223;;x;
3391;87;165;96;;x;
3392;129;168;224;;x;
3393;171;171;97;;x;
3394;3;174;225;;x;
3395;45;177;98;;x;
3396;87;180;226;;x;
3397;129;183;99;;x;
3398;171;186;227;;x;
3399;3;189;0;;x;
3400;45;192;128;;x;
3401;87;195;1;;x;
3402;129;198;129;;x;
3403;171;201;2;;x;
3404;3;204;130;;x;
3405;45;207;3;;x;
3406;87;210;131;;x;
3407;129;0;4;;x;
3408;171;3;132;;x;
3409;3;6;5;;x;
3410;45;9;133;;x;
3411;87;12;6;;x;
3412;129;15;134;;x;
3413;171;18;7;;x;
3414;3;21;135;;x;
3415;45;24;8;;x;
3416;87;27;136;;x;
3417;129;30;9;;x;
3418;171;33;137;;x;
3419;3;36;10;;x;
3420;45;39;138;;x;
3421;87;42;11;;x;
3422;129;45;139;;x;
3423;171;48;12;;x;
3424;3;51;140;;x;
3425;45;54;13;;x;
3426;87;57;141;;x;
3427;129;60;14;;x;
3428;171;63;142;;x;
3429;3;66;15;;x;
3430;45;69;143;;x;
3431;87;72;16;;x;
3432;129;75;144;;x;
3433;171;78;17;;x;
3434;3;81;145;;x;
3435;45;84;18;;x;
3436;87;87;146;;x;
3437;129;90;19;;x;
3438;171;93;147;;x;
3439;3;96;20;;x;
3440;45;99;148;;x;
3441;87;102;21;;x;
3442;129;105;149;;x;
3443;171;108;22;;x;
3444;3;111;150;;x;
3445;45;114;23;;x;
3446;87;117;151;;x;
3447;129;120;24;;x;
3448;171;123;152;;x;
3449;3;126;25;;x;
3450;45;129;153;;x;
3451;87;132;26;;x;
3452;129;135;154;;x;
3453;171;138;27;;x;
3454;3;141;155;;x;
3455;45;144;28;;x;
3456;87;147;156;;x;
3457;129;150;29;;x;
3458;171;153;157;;x;
3459;3;156;30;;x;
3460;45;159;158;;x;
3461;87;162;31;;x;
3462;129;165;159;;x;
3463;171;168;32;;x;
3464;3;171;160;;x;
3465;45;174;33;;x;
3466;87;177;161;;x;
3467;129;180;34;;x;
3468;171;183;162;;x;
3469;3;186;35;;x;
3470;45;189;163;;x;
3471;87;192;36;;x;
3472;129;195;164;;x;
3473;171;198;37;;x;
3474;3;201;165;;x;
3475;45;204;38;;x;
3476;87;207;166;;x;
3477;129;210;39;;x;
3478;171;0;167;;x;
3479;3;3;40;;x;
3480;45;6;168;;x;
3481;87;9;41;;x;
3482;129;12;169;;x;
3483;171;15;42;;x;
3484;3;18;170;;x;
3485;45;21;43;;x;
3486;87;24;171;;x;
3487;129;27;44;;x;
3488;171;30;172;;x;
3489;3;33;45;;x;
3490;45;36;173;;x;
3491;87;39;46;;x;
3492;129;42;174;;x;
3493;171;45;47;;x;
3494;3;48;175;;x;
3495;45;51;48;;x;
3496;87;54;176;;x;
3497;129;57;49;;x;
3498;171;60;177;;x;
3499;3;63;50;;x;
3500;45;66;178;;x;
3501;87;69;51;;x;
3502;129;72;179;;x;
3503;171;75;52;;x;
3504;3;78;180;;x;
3505;45;81;53;;x;
3506;87;84;181;;x;
3507;129;87;54;;x;
3508;171;90;182;;x;
3509;3;93;55;;x;
3510;45;96;183;;x;
3511;87;99;56;;x;
3512;129;102;184;;x;
3513;171;105;57;;x;
3514;3;108;185;;x;
3515;45;111;58;;x;
3516;87;114;186;;x;
3517;129;117;59;;x;
3518;171;120;187;;x;
3519;3;123;60;;x;
3520;45;126;188;;x;
3521;87;129;61;;x;
3522;129;132;189;;x;
3523;171;135;62;;x;
3524;3;138;190;;x;
3525;45;141;63;;x;
3526;87;144;191;;x;
3527;129;147;64;;x;
3528;171;150;192;;x;
3529;3;153;65;;x;
3530;45;156;193;;x;
3531;87;159;66;;x;
3532;129;162;194;;x;
3533;171;165;67;;x;
3534;3;168;195;;x;
3535;45;171;68;;x;
3536;87;174;196;;x;
3537;129;177;69;;x;
3538;171;180;197;;x;
3539;3;183;70;;x;
3540;45;186;198;;x;
3541;87;189;71;;x;
3542;129;192;199;;x;
3543;171;195;72;;x;
3544;3;198;200;;x;
3545;45;201;73;;x;
3546;87;204;201;;x;
3547;129;207;74;;x;
3548;171;210;202;;x;
3549;3;0;75;;x;
3550;45;3;203;;x;
3551;87;6;76;;x;
3552;129;9;204;;x;
3553;171;12;77;;x;
3554;3;15;205;;x;
3555;45;18;78;;x;
3556;87;21;206;;x;
3557;129;24;79;;x;
3558;171;27;207;;x;
3559;3;30;80;;x;
3560;45;33;208;;x;
3561;87;36;81;;x;
3562;129;39;209;;x;
3563;171;42;82;;x;
3564;3;45;210;;x;
3565;45;48;83;;x;
3566;87;51;211;;x;
3567;129;54;84;;x;
3568;171;57;212;;x;
3569;3;60;85;;x;
3570;45;63;213;;x;
3571;87;66;86;;x;
3572;129;69;214;;x;
3573;171;72;87;;x;
3574;3;75;215;;x;
3575;45;78;88;;x;
3576;87;81;216;;x;
3577;129;84;89;;x;
3578;171;87;217;;x;
3579;3;90;90;;x;
3580;45;93;218;;x;
3581;87;96;91;;x;
3582;129;99;219;;x;
3583;171;102;92;;x;
3584;3;105;220;;x;
3585;45;108;93;;x;
3586;87;111;221;;x;
3587;129;114;94;;x;
3588;171;117;222;;x;
3589;3;120;95;;x;
3590;45;123;223;;x;
3591;87;126;96;;x;
3592;129;129;224;;x;
3593;171;132;97;;x;
3594;3;135;225;;x;
3595;45;138;98;;x;
3596;87;141;226;;x;
3597;129;144;99;;x;
3598;171;147;227;;x;
3599;3;150;0;;x;
3600;45;153;128;;x;
3601;87;156;1;;x;
3602;129;159;129;;x;
3603;171;162;2;;x;
3604;3;165;130;;x;
3605;45;168;3;;x;
3606;87;171;131;;x;
3607;129;174;4;;x;
3608;171;177;132;;x;
3609;3;180;5;;x;
3610;45;183;133;;x;
3611;87;186;6;;x;
3612;129;189;134;;x;
3613;171;192;7;;x;
3614;3;195;135;;x;
3615;45;198;8;;x;
3616;87;201;136;;x;
3617;129;204;9;;x;
3618;171;207;137;;x;
3619;3;210;10;;x;
3620;45;0;138;;x;
3621;87;3;11;;x;
3622;129;6;139;;x;
3623;171;9;12;;x;
3624;3;12;140;;x;
3625;45;15;13;;x;
3626;87;18;141;;x;
3627;129;21;14;;x;
3628;171;24;142;;x;
3629;3;27;15;;x;
3630;45;30;143;;x;
3631;87;33;16;;x;
3632;129;36;144;;x;
3633;171;39;17;;x;
3634;3;42;145;;x;
3635;45;45;18;;x;
3636;87;48;146;;x;
3637;129;51;19;;x;
3638;171;54;147;;x;
3639;3;57;20;;x;
3640;45;60;148;;x;
3641;87;63;21;;x;
3642;129;66;149;;x;
3643;171;69;22;;x;
3644;3;72;150;;x;
3645;45;75;23;;x;
3646;87;78;151;;x;
3647;129;81;24;;x;
3648;171;84;152;;x;
3649;3;87;25;;x;
3650;45;90;153;;x;
3651;87;93;26;;x;
3652;129;96;154;;x;
3653;171;99;27;;x;
3654;3;102;155;;x;
3655;45;105;28;;x;
3656;87;108;156;;x;
3657;129;111;29;;x;
3658;171;114;157;;x;
3659;3;117;30;;x;
3660;45;120;158;;x;
3661;87;123;31;;x;
3662;129;126;159;;x;
3663;171;129;32;;x;
3664;3;132;160;;x;
3665;45;135;33;;x;
3666;87;138;161;;x;
3667;129;141;34;;x;
3668;171;144;162;;x;
3669;3;147;35;;x;
3670;45;150;163;;x;
3671;87;153;36;;x;
3672;129;156;164;;x;
3673;171;159;37;;x;
3674;3;162;165;;x;
3675;45;165;38;;x;
3676;87;168;166;;x;
3677;129;171;39;;x;
3678;171;174;167;;x;
3679;3;177;40;;x;
3680;45;180;168;;x;
3681;87;183;41;;x;
3682;129;186;169;;x;
3683;171;189;42;;x;
3684;3;192;170;;x;
3685;45;195;43;;x;
3686;87;198;171;;x;
3687;129;201;44;;x;
3688;171;204;172;;x;
3689;3;207;45;;x;
3690;45;210;173;;x;
3691;87;0;46;;x;
3692;129;3;174;;x;
3693;171;6;47;;x;
3694;3;9;175;;x;
3695;45;12;48;;x;
3696;87;15;176;;x;
3697;129;18;49;;x;
3698;171;21;177;;x;
3699;3;24;50;;x;
3700;45;27;178;;x;
3701;87;30;51;;x;
3702;129;33;179;;x;
3703;171;36;52;;x;
3704;3;39;180;;x;
3705;45;42;53;;x;
3706;87;45;181;;x;
3707;129;48;54;;x;
3708;171;51;182;;x;
3709;3;54;55;;x;
3710;45;57;183;;x;
3711;87;60;56;;x;
3712;129;63;184;;x;
3713;171;66;57;;x;
3714;3;69;185;;x;
3715;45;72;58;;x;
3716;87;75;186;;x;
3717;129;78;59;;x;
3718;171;81;187;;x;
3719;3;84;60;;x;
3720;45;87;188;;x;
3721;87;90;61;;x;
3722;129;93;189;;x;
3723;171;96;62;;x;
3724;3;99;190;;x;
3725;45;102;63;;x;
3726;87;105;191;;x;
3727;129;108;64;;x;
3728;171;111;192;;x;
3729;3;114;65;;x;
3730;45;117;193;;x;
3731;87;120;66;;x;
3732;129;123;194;;x;
3733;171;126;67;;x;
3734;3;129;195;;x;
3735;45;132;68;;x;
3736;87;135;196;;x;
3737;129;138;69;;x;
3738;171;141;197;;x;
3739;3;144;70;;x;
3740;45;147;198;;x;
3741;87;150;71;;x;
3742;129;153;199;;x;
3743;171;156;72;;x;
3744;3;159;200;;x;
3745;45;162;73;;x;
3746;87;165;201;;x;
3747;129;168;74;;x;
3748;171;171;202;;x;
3749;3;174;75;;x;
3750;45;177;203;;x;
3751;87;180;76;;x;
3752;129;183;204;;x;
3753;171;186;77;;x;
3754;3;189;205;;x;
3755;45;192;78;;x;
3756;87;195;206;;x;
3757;129;198;79;;x;
3758;171;201;207;;x;
3759;3;204;80;;x;
3760;45;207;208;;x;
3761;87;210;81;;x;
3762;129;0;209;;x;
3763;171;3;82;;x;
3764;3;6;210;;x;
3765;45;9;83;;x;
3766;87;12;211;;x;
3767;129;15;84;;x;
3768;171;18;212;;x;
3769;3;21;85;;x;
3770;45;24;213;;x;
3771;87;27;86;;x;
3772;129;30;214;;x;
3773;171;33;87;;x;
3774;3;36;215;;x;
3775;45;39;88;;x;
3776;87;42;216;;x;
3777;129;45;89;;x;
3778;171;48;217;;x;
3779;3;51;90;;x;
3780;45;54;218;;x;
3781;87;57;91;;x;
3782;129;60;219;;x;
3783;171;63;92;;x;
3784;3;66;220;;x;
3785;45;69;93;;x;
3786;87;72;221;;x;
3787;129;75;94;;x;
3788;171;78;222;;x;
3789;3;81;95;;x;
3790;45;84;223;;x;
3791;87;87;96;;x;
3792;129;90;224;;x;
3793;171;93;97;;x;
3794;3;96;225;;x;
3795;45;99;98;;x;
3796;87;102;226;;x;
3797;129;105;99;;x;
3798;171;108;227;;x;
3799;3;111;0;;x;
3800;45;114;128;;x;
3801;87;117;1;;x;
3802;129;120;129;;x;
3803;171;123;2;;x;
3804;3;126;130;;x;
3805;45;129;3;;x;
3806;87;132;131;;x;
3807;129;135;4;;x;
3808;171;138;132;;x;
3809;3;141;5;;x;
3810;45;144;133;;x;
3811;87;147;6;;x;
3812;129;150;134;;x;
3813;171;153;7;;x;
3814;3;156;135;;x;
3815;45;159;8;;x;
3816;87;162;136;;x;
3817;129;165;9;;x;
3818;171;168;137;;x;
3819;3;171;10;;x;
3820;45;174;138;;x;
3821;87;177;11;;x;
3822;129;180;139;;x;
3823;171;183;12;;x;
3824;3;186;140;;x;
3825;45;189;13;;x;
3826;87;192;141;;x;
3827;129;195;14;;x;
3828;171;198;142;;x;
3829;3;201;15;;x;
3830;45;204;143;;x;
3831;87;207;16;;x;
3832;129;210;144;;x;
3833;171;0;17;;x;
3834;3;3;145;;x;
3835;45;6;18;;x;
3836;87;9;146;;x;
3837;129;12;19;;x;
3838;171;15;147;;x;
3839;3;18;20;;x;
3840;45;21;148;;x;
3841;87;24;21;;x;
3842;129;27;149;;x;
3843;171;30;22;;x;
3844;3;33;150;;x;
3845;45;36;23;;x;
3846;87;39;151;;x;
3847;129;42;24;;x;
3848;171;45;152;;x;
3849;3;48;25;;x;
3850;45;51;153;;x;
3851;87;54;26;;x;
3852;129;57;154;;x;
3853;171;60;27;;x;
3854;3;63;155;;x;
3855;45;66;28;;x;
3856;87;69;156;;x;
3857;129;72;29;;x;
3858;171;75;157;;x;
3859;3;78;30;;x;
3860;45;81;158;;x;
3861;87;84;31;;x;
3862;129;87;159;;x;
3863;171;90;32;;x;
3864;3;93;160;;x;
3865;45;96;33;;x;
3866;87;99;161;;x;
3867;129;102;34;;x;
3868;171;105;162;;x;
3869;3;108;35;;x;
3870;45;111;163;;x;
3871;87;114;36;;x;
3872;129;117;164;;x;
3873;171;120;37;;x;
3874;3;123;165;;x;
3875;45;126;38;;x;
3876;87;129;166;;x;
3877;129;132;39;;x;
3878;171;135;167;;x;
3879;3;138;40;;x;
3880;45;141;168;;x;
3881;87;144;41;;x;
3882;129;147;169;;x;
3883;171;150;42;;x;
3884;3;153;170;;x;
3885;45;156;43;;x;
3886;87;159;171;;x;
3887;129;162;44;;x;
3888;171;165;172;;x;
3889;3;168;45;;x;
3890;45;171;173;;x;
3891;87;174;46;;x;
3892;129;177;174;;x;
3893;171;180;47;;x;
3894;3;183;175;;x;
3895;45;186;48;;x;
3896;87;189;176;;x;
3897;129;192;49;;x;
3898;171;195;177;;x;
3899;3;198;50;;x;
3900;45;201;178;;x;
3901;87;204;51;;x;
3902;129;207;179;;x;
3903;171;210;52;;x;
3904;3;0;180;;x;
3905;45;3;53;;x;
3906;87;6;181;;x;
3907;129;9;54;;x;
3908;171;12;182;;x;
3909;3;15;55;;x;
3910;45;18;183;;x;
3911;87;21;56;;x;
3912;129;24;184;;x;
3913;171;27;57;;x;
3914;3;30;185;;x;
3915;45;33;58;;x;
3916;87;36;186;;x;
3917;129;39;59;;x;
3918;171;42;187;;x;
3919;3;45;60;;x;
3920;45;48;188;;x;
3921;87;51;61;;x;
3922;129;54;189;;x;
3923;171;57;62;;x;
3924;3;60;190;;x;
3925;45;63;63;;x;
3926;87;66;191;;x;
3927;129;69;64;;x;
3928;171;72;192;;x;
3929;3;75;65;;x;
3930;45;78;193;;x;
3931;87;81;66;;x;
3932;129;84;194;;x;
3933;171;87;67;;x;
3934;3;90;195;;x;
3935;45;93;68;;x;
3936;87;96;196;;x;
3937;129;99;69;;x;
3938;171;102;197;;x;
3939;3;105;70;;x;
3940;45;108;198;;x;
3941;87;111;71;;x;
3942;129;114;199;;x;
3943;171;117;72;;x;
3944;3;120;200;;x;
3945;45;123;73;;x;
3946;87;126;201;;x;
3947;129;129;74;;x;
3948;171;132;202;;x;
3949;3;135;75;;x;
3950;45;138;203;;x;
3951;87;141;76;;x;
3952;129;144;204;;x;
3953;171;147;77;;x;
3954;3;150;205;;x;
3955;45;153;78;;x;
3956;87;156;206;;x;
3957;129;159;79;;x;
3958;171;162;207;;x;
3959;3;165;80;;x;
3960;45;168;208;;x;
3961;87;171;81;;x;
3962;129;174;209;;x;
3963;171;177;82;;x;
3964;3;180;210;;x;
3965;45;183;83;;x;
3966;87;186;211;;x;
3967;129;189;84;;x;
3968;171;192;212;;x;
3969;3;195;85;;x;
3970;45;198;213;;x;
3971;87;201;86;;x;
3972;129;204;214;;x;
3973;171;207;87;;x;
3974;3;210;215;;x;
3975;45;0;88;;x;
3976;87;3;216;;x;
3977;129;6;89;;x;
3978;171;9;217;;x;
3979;3;12;90;;x;
3980;45;15;218;;x;
3981;87;18;91;;x;
3982;129;21;219;;x;
3983;171;24;92;;x;
3984;3;27;220;;x;
3985;45;30;93;;x;
3986;87;33;221;;x;
3987;129;36;94;;x;
3988;171;39;222;;x;
3989;3;42;95;;x;
3990;45;45;223;;x;
3991;87;48;96;;x;
3992;129;51;224;;x;
3993;171;54;97;;x;
3994;3;57;225;;x;
3995;45;60;98;;x;
3996;87;63;226;;x;
3997;129;66;99;;x;
3998;171;69;227;;x;
3999;4;72;0;;x;
4000;46;75;128;;x;
4001;88;78;1;;x;
4002;130;81;129;;x;
4003;172;84;2;;x;
4004;4;87;130;;x;
4005;46;90;3;;x;
4006;88;93;131;;x;
4007;130;96;4;;x;
4008;172;99;132;;x;
4009;4;102;5;;x;
4010;46;105;133;;x;
4011;88;108;6;;x;
4012;130;111;134;;x;
4013;172;114;7;;x;
4014;4;117;135;;x;
4015;46;120;8;;x;
4016;88;123;136;;x;
4017;130;126;9;;x;
4018;172;129;137;;x;
4019;4;132;10;;x;
4020;46;135;138;;x;
4021;88;138;11;;x;
4022;130;141;139;;x;
4023;172;144;12;;x;
4024;4;147;140;;x;
4025;46;150;13;;x;
4026;88;153;141;;x;
4027;130;156;14;;x;
4028;172;159;142;;x;
4029;4;162;15;;x;
4030;46;165;143;;x;
4031;88;168;16;;x;
4032;130;171;144;;x;
4033;172;174;17;;x;
4034;4;177;145;;x;
4035;46;180;18;;x;
4036;88;183;146;;x;
4037;130;186;19;;x;
4038;172;189;147;;x;
4039;4;192;20;;x;
4040;46;195;148;;x;
4041;88;198;21;;x;
4042;130;201;149;;x;
4043;172;204;22;;x;
4044;4;207;150;;x;
4045;46;210;23;;x;
4046;88;0;151;;x;
4047;130;3;24;;x;
4048;172;6;152;;x;
4049;4;9;25;;x;
4050;46;12;153;;x;
4051;88;15;26;;x;
4052;130;18;154;;x;
4053;172;21;27;;x;
4054;4;24;155;;x;
4055;46;27;28;;x;
4056;88;30;156;;x;
4057;130;33;29;;x;
4058;172;36;157;;x;
4059;4;39;30;;x;
4060;46;42;158;;x;
4061;88;45;31;;x;
4062;130;48;159;;x;
4063;172;51;32;;x;
4064;4;54;160;;x;
4065;46;57;33;;x;
4066;88;60;161;;x;
4067;130;63;34;;x;
4068;172;66;162;;x;
4069;4;69;35;;x;
4070;46;72;163;;x;
4071;88;75;36;;x;
4072;130;78;164;;x;
4073;172;81;37;;x;
4074;4;84;165;;x;
4075;46;87;38;;x;
4076;88;90;166;;x;
4077;130;93;39;;x;
4078;172;96;167;;x;
4079;4;99;40;;x;
4080;46;102;168;;x;
4081;88;105;41;;x;
4082;130;108;169;;x;
4083;172;111;42;;x;
4084;4;114;170;;x;
4085;46;117;43;;x;
4086;88;120;171;;x;
4087;130;123;44;;x;
4088;172;126;172;;x;
4089;4;129;45;;x;
4090;46;132;173;;x;
4091;88;135;46;;x;
4092;130;138;174;;x;
4093;172;141;47;;x;
4094;4;144;175;;x;
4095;46;147;48;;x;
4096;88;150;176;;x;
4097;130;153;49;;x;
4098;172;156;177;;x;
4099;4;159;50;;x;
4100;46;162;178;;x;
4101;88;165;51;;x;
4102;130;168;179;;x;
4103;172;171;52;;x;
4104;4;174;180;;x;
4105;46;177;53;;x;
4106;88;180;181;;x;
4107;130;183;54;;x;
4108;172;186;182;;x;
4109;4;189;55;;x;
4110;46;192;183;;x;
4111;88;195;56;;x;
4112;130;198;184;;x;
4113;172;201;57;;x;
4114;4;204;185;;x;
4115;46;207;58;;x;
4116;88;210;186;;x;
4117;130;0;59;;x;
4118;172;3;187;;x;
4119;4;6;60;;x;
4120;46;9;188;;x;
4121;88;12;61;;x;
4122;130;15;189;;x;
4123;172;18;62;;x;
4124;4;21;190;;x;
4125;46;24;63;;x;
4126;88;27;191;;x;
4127;130;30;64;;x;
4128;172;33;192;;x;
4129;4;36;65;;x;
4130;46;39;193;;x;
4131;88;42;66;;x;
4132;130;45;194;;x;
4133;172;48;67;;x;
4134;4;51;195;;x;
4135;46;54;68;;x;
4136;88;57;196;;x;
4137;130;60;69;;x;
4138;172;63;197;;x;
4139;4;66;70;;x;
4140;46;69;198;;x;
4141;88;72;71;;x;
4142;130;75;199;;x;
4143;172;78;72;;x;
4144;4;81;200;;x;
4145;46;84;73;;x;
4146;88;87;201;;x;
4147;130;90;74;;x;
4148;172;93;202;;x;
4149;4;96;75;;x;
4150;46;99;203;;x;
4151;88;102;76;;x;
4152;130;105;204;;x;
4153;172;108;77;;x;
4154;4;111;205;;x;
4155;46;114;78;;x;
4156;88;117;206;;x;
4157;130;120;79;;x;
4158;172;123;207;;x;
4159;4;126;80;;x;
4160;46;129;208;;x;
4161;88;132;81;;x;
4162;130;135;209;;x;
4163;172;138;82;;x;
4164;4;141;210;;x;
4165;46;144;83;;x;
4166;88;147;211;;x;
4167;130;150;84;;x;
4168;172;153;212;;x;
4169;4;156;85;;x;
4170;46;159;213;;x;
4171;88;162;86;;x;
4172;130;165;214;;x;
4173;172;168;87;;x;
4174;4;171;215;;x;
4175;46;174;88;;x;
4176;88;177;216;;x;
4177;130;180;89;;x;
4178;172;183;217;;x;
4179;4;186;90;;x;
4180;46;189;218;;x;
4181;88;192;91;;x;
4182;130;195;219;;x;
4183;172;198;92;;x;
4184;4;201;220;;x;
4185;46;204;93;;x;
4186;88;207;221;;x;
4187;130;210;94;;x;
4188;172;0;222;;x;
4189;4;3;95;;x;
4190;46;6;223;;x;
4191;88;9;96;;x;
4192;130;12;224;;x;
4193;172;15;97;;x;
4194;4;18;225;;x;
4195;46;21;98;;x;
4196;88;24;226;;x;
4197;130;27;99;;x;
4198;172;30;227;;x;
4199;4;33;0;;x;
4200;46;36;128;;x;
4201;88;39;1;;x;
4202;130;42;129;;x;
4203;172;45;2;;x;
4204;4;48;130;;x;
4205;46;51;3;;x;
4206;88;54;131;;x;
4207;130;57;4;;x;
4208;172;60;132;;x;
4209;4;63;5;;x;
4210;46;66;133;;x;
4211;88;69;6;;x;
4212;130;72;134;;x;
4213;172;75;7;;x;
4214;4;78;135;;x;
4215;46;81;8;;x;
4216;88;84;136;;x;
4217;130;87;9;;x;
4218;172;90;137;;x;
4219;4;93;10;;x;
4220;46;96;138;;x;
4221;88;99;11;;x;
4222;130;102;139;;x;
4223;172;105;12;;x;
4224;4;108;140;;x;
4225;46;111;13;;x;
4226;88;114;141;;x;
4227;130;117;14;;x;
4228;172;120;142;;x;
4229;4;123;15;;x;
4230;46;126;143;;x;
4231;88;129;16;;x;
4232;130;132;144;;x;
4233;172;135;17;;x;
4234;4;138;145;;x;
4235;46;141;18;;x;
4236;88;144;146;;x;
4237;130;147;19;;x;
4238;172;150;147;;x;
4239;4;153;20;;x;
4240;46;156;148;;x;
4241;88;159;21;;x;
4242;130;162;149;;x;
4243;172;165;22;;x;
4244;4;168;150;;x;
4245;46;171;23;;x;
4246;88;174;151;;x;
4247;130;177;24;;x;
4248;172;180;152;;x;
4249;4;183;25;;x;
4250;46;186;153;;x;
4251;88;189;26;;x;
4252;130;192;154;;x;
4253;172;195;27;;x;
4254;4;198;155;;x;
4255;46;201;28;;x;
4256;88;204;156;;x;
4257;130;207;29;;x;
4258;172;210;157;;x;
4259;4;0;30;;x;
4260;46;3;158;;x;
4261;88;6;31;;x;
4262;130;9;159;;x;
4263;172;12;32;;x;
4264;4;15;160;;x;
4265;46;18;33;;x;
4266;88;21;161;;x;
4267;130;24;34;;x;
4268;172;27;162;;x;
4269;4;30;35;;x;
4270;46;33;163;;x;
4271;88;36;36;;x;
4272;130;39;164;;x;
4273;172;42;37;;x;
4274;4;45;165;;x;
4275;46;48;38;;x;
4276;88;51;166;;x;
4277;130;54;39;;x;
4278;172;57;167;;x;
4279;4;60;40;;x;
4280;46;63;168;;x;
4281;88;66;41;;x;
4282;130;69;169;;x;
4283;172;72;42;;x;
4284;4;75;170;;x;
4285;46;78;43;;x;
4286;88;81;171;;x;
4287;130;84;44;;x;
4288;172;87;172;;x;
4289;4;90;45;;x;
4290;46;93;173;;x;
4291;88;96;46;;x;
4292;130;99;174;;x;
4293;172;102;47;;x;
4294;4;105;175;;x;
4295;46;108;48;;x;
4296;88;111;176;;x;
4297;130;114;49;;x;
4298;172;117;177;;x;
4299;4;120;50;;x;
4300;46;123;178;;x;
4301;88;126;51;;x;
4302;130;129;179;;x;
4303;172;132;52;;x;
4304;4;135;180;;x;
4305;46;138;53;;x;
4306;88;141;181;;x;
4307;130;144;54;;x;
4308;172;147;182;;x;
4309;4;150;55;;x;
4310;46;153;183;;x;
4311;88;156;56;;x;
4312;130;159;184;;x;
4313;172;162;57;;x;
4314;4;165;185;;x;
4315;46;168;58;;x;
4316;88;171;186;;x;
4317;130;174;59;;x;
4318;172;177;187;;x;
4319;4;180;60;;x;
4320;46;183;188;;x;
4321;88;186;61;;x;
4322;130;189;189;;x;
4323;172;192;62;;x;
4324;4;195;190;;x;
4325;46;198;63;;x;
4326;88;201;191;;x;
4327;130;204;64;;x;
4328;172;207;192;;x;
4329;4;210;65;;x;
4330;46;0;193;;x;
4331;88;3;66;;x;
4332;130;6;194;;x;
4333;172;9;67;;x;
